idx,pact,active,novelty,vina,aff_pred_value,aff_prob_binary
354,5.4559,0,analog,-9.812,-0.8321682810783386,0.783584475517273
355,9.699,1,analog,-9.812,-2.511232614517212,0.9880849123001099
356,8.301,1,analog,-7.769,0.14335604012012482,0.8936601877212524
357,5.5003,0,novel,-9.548,-0.15495777130126953,0.639907956123352
358,5.5591,0,novel,-9.087,-0.8789101839065552,0.8132370114326477
359,8.5875,1,analog,-10.01,-1.0282236337661743,0.9521991014480591
360,8.5686,1,analog,-9.212,-0.8139051198959351,0.9556140303611755
361,5.6008,0,novel,-10.35,-0.8825552463531494,0.8893218040466309
362,9.3979,1,analog,-9.503,-0.6601884365081787,0.9430277347564697
363,10.301,1,analog,-10.49,-2.247215986251831,0.9736813902854919
364,10.3979,1,analog,-9.283,-1.7944496870040894,0.9571584463119507
365,7.585,1,analog,-8.307,-0.62932288646698,0.9160780906677246
366,8.4815,1,analog,-9.496,-0.281629353761673,0.7956976294517517
367,8.3372,1,analog,-8.831,-0.3920411169528961,0.20565637946128845
368,6.8239,1,analog,-9.456,0.6599599123001099,0.7591868042945862
369,4.7959,0,analog,-9.375,1.1129918098449707,0.5477286577224731
370,10.3979,1,analog,-9.597,-1.7321794033050537,0.9210754036903381
371,10.0969,1,analog,-10.29,-2.1441845893859863,0.912920355796814
372,9.7959,1,analog,-10.02,-1.759493112564087,0.9108676910400391
373,5.0044,0,analog,-8.525,0.5258795022964478,0.9045521020889282
374,8.1938,1,analog,-8.433,-0.22882789373397827,0.977382481098175
375,7.2757,1,analog,-9.021,0.6195200681686401,0.8617057800292969
376,5.7447,0,analog,-8.814,1.0632250308990479,0.834964394569397
377,5.9586,0,analog,-8.898,0.5693893432617188,0.8836989402770996
378,6.7144,1,analog,-9.382,0.3015943169593811,0.9532903432846069
379,6.699,1,analog,-8.692,1.7649435997009277,0.9289937615394592
380,7.1871,1,analog,-8.664,0.8142894506454468,0.9352525472640991
381,5.9586,0,analog,-7.543,1.1679860353469849,0.7798733115196228
382,5.9586,0,analog,-8.955,-1.2553553581237793,0.5662195682525635
383,5.7959,0,analog,-9.379,-1.1501107215881348,0.6377537846565247
384,6.2218,0,analog,-8.301,0.06029073894023895,0.9462791681289673
385,6.9586,1,analog,-10.86,-0.5902689695358276,0.9340440630912781
386,5.7696,0,analog,-9.002,-0.3641611933708191,0.958732008934021
387,5.8861,0,analog,-8.438,-0.08233913779258728,0.9397674202919006
388,5.301,0,analog,-8.941,0.3363829255104065,0.6127110719680786
389,5.2676,0,analog,-9.21,0.28052183985710144,0.715643584728241
390,5.5229,0,analog,-9.534,-0.04499274492263794,0.9291144609451294
391,5.585,0,analog,-9.895,0.6914465427398682,0.8277896046638489
392,5.8539,0,analog,-10.1,0.3510463237762451,0.906838059425354
393,6.585,1,analog,-8.874,-0.4717007279396057,0.9568073153495789
