rank,chembl_id,name,smiles,target_gene,population_target,activity_type,activity_nM,qed,sa_score,pains_pass,hepatotox_risk,admet_score,est_emax_s,est_emax_r,score_efficacy,score_selectivity,score_safety,score_resistance,score_novelty,score_synthesizability,score_overall,novelty,target_in_trials
639,CHEMBL551440,CHEMBL551440,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,PIK3CB,escape_route,IC50,141.0,0.393,2.72,True,medium,87.9,0.001851,0.002776,30.8,68.7,87.9,33.3,100,80.9,58.1,,
640,CHEMBL551440,CHEMBL551440,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,PIK3CB,escape_route,IC50,141.0,0.393,2.72,True,medium,87.9,0.001851,0.002776,30.8,68.7,87.9,33.3,100,80.9,58.1,,
641,CHEMBL247434,CHEMBL247434,CNC(=O)c1cc(CNc2ncsc2C(=O)Nc2ccc3c(c2)OC(F)(F)C(F)(F)O3)ccn1,BRAF,escape_route,IC50,192.0,0.445,3.12,True,medium,98.9,0.001717,0.002575,28.6,64.6,98.9,30.9,100,76.4,58.0,,
642,CHEMBL385543,CHEMBL385543,COc1ccccc1[C@H]1CC(=O)N(C)[C@H]1[C@H](O)c1ccc(S(=O)(=O)c2ccc(Cl)cc2)s1,KRAS,escape_route,IC50,190.0,0.556,3.62,True,medium,100.0,0.001721,0.002582,28.7,64.8,100.0,31.0,100,70.9,58.0,,
643,CHEMBL422198,CHEMBL422198,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1CCc2ccc(NC(=O)c3cc(C)on3)c(=O)n21,MAP2K1,sensitive,EC50,162.0,0.332,4.15,True,low,76.6,0.004476,0.000671,34.3,92.2,76.6,6.7,100,65.0,57.9,,
644,CHEMBL5219933,CHEMBL5219933,COC(=O)c1cccc(Cc2cn(C)nc2-c2cc(Cl)nc(N)n2)c1,EZH2,resistant,IC50,436.0,0.569,2.61,True,low,100.0,0.00068,0.003401,27.2,62.0,100.0,34.0,100,82.1,57.9,,
645,CHEMBL212754,CHEMBL212754,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2cccnc2)s1,KRAS,escape_route,IC50,300.0,0.765,3.51,True,low,100.0,0.001523,0.002284,25.4,70.0,100.0,27.4,100,72.1,57.8,,
646,CHEMBL199765,CHEMBL199765,COc1ccc2c(c1)Oc1ncnc(Nc3cnc(NC(=O)c4ccc(F)cc4)nc3)c1NC2,AURKA,resistant,IC50,330.0,0.404,2.83,True,medium,98.1,0.000741,0.003704,29.6,59.0,98.1,37.0,100,79.7,57.8,,
647,CHEMBL364812,CHEMBL364812,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@@H](O)C#Cc1ccccc1Cl,KRAS,escape_route,IC50,300.0,0.854,3.54,True,low,100.0,0.001523,0.002284,25.4,70.0,100.0,27.4,100,71.8,57.8,,
648,CHEMBL172040,CHEMBL172040,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CN(C)Cc1ccccc1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,Ki,58.0,0.218,3.39,True,medium,74.4,0.002796,0.002796,37.3,75.4,74.4,28.0,100,73.4,57.8,,
649,CHEMBL204555,CHEMBL204555,Cc1ccc(C(=O)Nc2[nH]nc3c2CN(C(=O)c2cccc4cccnc24)C3)cc1,AURKA,resistant,IC50,440.0,0.552,2.6,True,low,100.0,0.000678,0.003391,27.1,61.6,100.0,33.9,100,82.2,57.7,,
650,CHEMBL324470,CHEMBL324470,CCCCC(C(=O)N[C@@H](CC(=O)O)C(=O)COc1ccccc1)n1cncc(NC(=O)c2cccc3ccccc23)c1=O,CD274,immune,IC50,46.0,0.201,3.41,True,medium,69.0,0.002922,0.002922,39.0,76.3,69.0,29.2,100,73.2,57.6,,
651,CHEMBL1213120,CHEMBL1213120,CC(C)n1nc(C#Cc2cccc(O)c2)c2c(N)ncnc21,PIK3CB,escape_route,IC50,316.0,0.671,2.91,True,low,100.0,0.0015,0.00225,25.0,68.4,100.0,27.0,100,78.8,57.6,,
652,CHEMBL259551,CHEMBL259551,Nc1n[nH]c2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12,MAPK1,sensitive,Ki,310.0,0.519,2.72,True,low,100.0,0.003772,0.000566,28.9,75.9,100.0,5.7,100,80.9,57.5,,
653,CHEMBL105925,CHEMBL105925,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)c1ccccc1,PARP1,resistant,IC50,450.0,0.749,2.33,True,low,100.0,0.000673,0.003367,26.9,60.5,100.0,33.7,100,85.2,57.5,,
654,CHEMBL208652,CHEMBL208652,O=C1NC(=O)/C(=C/c2ccc(-c3ccccc3O)o2)S1,PIK3CA,escape_route,IC50,330.0,0.83,2.44,True,low,100.0,0.001481,0.002222,24.7,67.0,100.0,26.7,100,84.0,57.4,,
655,CHEMBL205410,CHEMBL205410,N#Cc1cccc(C[C@H](N)COc2cncc(/C=C/c3ccncc3)c2)c1,AKT1,escape_route,IC50,320.0,0.701,2.99,True,low,100.0,0.001495,0.002242,24.9,68.0,100.0,26.9,100,77.9,57.4,,
656,CHEMBL205871,CHEMBL205871,N[C@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1cccc2ccccc12,AKT1,escape_route,IC50,324.0,0.502,2.86,True,low,100.0,0.001489,0.002234,24.8,67.6,100.0,26.8,100,79.3,57.3,,
657,CHEMBL68215,CHEMBL68215,Oc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,escape_route,IC50,339.0,0.585,2.06,True,low,100.0,0.00147,0.002205,24.5,66.1,100.0,26.5,100,88.2,57.3,,
658,CHEMBL286684,CHEMBL286684,Oc1cc(C(F)(F)F)c2cc3c(cc2n1)NCCC3,AR,sensitive,EC50,317.0,0.77,2.81,True,low,100.0,0.003747,0.000562,28.7,75.1,100.0,5.6,100,79.9,57.2,,
659,CHEMBL188755,CHEMBL188755,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@@H](O)C#Cc1ccccc1F,KRAS,escape_route,IC50,320.0,0.863,3.53,True,low,100.0,0.001495,0.002242,24.9,68.0,100.0,26.9,100,71.9,57.1,,
660,CHEMBL215897,CHEMBL215897,Cc1cc(-c2ccccc2)c([C@@H](O)[C@H]2[C@@H](c3ccccc3)CC(=O)N2C)s1,KRAS,escape_route,IC50,320.0,0.711,3.49,True,low,100.0,0.001495,0.002242,24.9,68.0,100.0,26.9,100,72.3,57.1,,
661,CHEMBL206732,CHEMBL206732,N[C@H](CNc1cncc(Oc2cccc3cnccc23)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,IC50,210.0,0.356,2.97,True,medium,97.1,0.001678,0.002517,28.0,63.2,97.1,30.2,100,78.1,57.0,,
662,CHEMBL381610,CHEMBL381610,N[C@H](COc1cncc(/C=C/c2ccnc(NCc3ccccc3)c2)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,IC50,147.0,0.241,3.08,True,medium,84.8,0.001833,0.002749,30.5,68.2,84.8,33.0,100,76.9,57.0,,
663,CHEMBL467395,CHEMBL467395,Cc1nc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)c[nH]1,PIK3CB,escape_route,IC50,325.0,0.695,3.32,True,low,100.0,0.001488,0.002232,24.8,67.5,100.0,26.8,100,74.2,57.0,,
664,CHEMBL504616,CHEMBL504616,Cn1cc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)CC(C)(C)C4)CCO3)cn1,PIK3CB,escape_route,IC50,336.0,0.651,2.92,True,low,100.0,0.001474,0.00221,24.6,66.4,100.0,26.5,100,78.7,56.9,,
665,CHEMBL146794,CHEMBL146794,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCOCCOCc1ccc(O)c(C(N)=O)c1,AR,sensitive,IC50,77.0,0.352,2.98,True,medium,72.0,0.005284,0.000793,40.5,81.2,72.0,7.9,100,78.0,56.9,,
666,CHEMBL373448,CHEMBL373448,O=C(NCCc1cccnc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,Ki,330.0,0.462,2.52,True,low,100.0,0.003704,0.000556,28.4,73.7,100.0,5.6,100,83.1,56.9,,
667,CHEMBL209159,CHEMBL209159,O=C1NC(=O)/C(=C/c2ccc(-c3cc(F)cc(F)c3O)s2)S1,PIK3CA,escape_route,IC50,340.0,0.819,2.83,True,low,100.0,0.001469,0.002203,24.5,66.0,100.0,26.4,100,79.7,56.8,,
668,CHEMBL1204095,CHEMBL1204095,COc1ccc(O)c(C(=O)c2ccc(/C=C/[C@@H]3CCCNC[C@H]3NC(=O)c3ccncc3)cc2)c1F.Cl,AKT1,escape_route,IC50,160.0,0.395,3.59,True,medium,87.9,0.001796,0.002694,29.9,67.2,87.9,32.3,100,71.2,56.8,,
669,CHEMBL393525,CHEMBL393525,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnc2ccc(Br)cn12,PIK3CB,escape_route,IC50,340.0,0.336,2.89,True,low,100.0,0.001469,0.002203,24.5,66.0,100.0,26.4,100,79.0,56.8,,
670,CHEMBL393525,CHEMBL393525,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnc2ccc(Br)cn12,PIK3CB,escape_route,IC50,340.0,0.336,2.89,True,low,100.0,0.001469,0.002203,24.5,66.0,100.0,26.4,100,79.0,56.8,,
671,CHEMBL212862,CHEMBL212862,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(Sc2ccccc2)s1,KRAS,escape_route,IC50,330.0,0.665,3.61,True,low,100.0,0.001481,0.002222,24.7,67.0,100.0,26.7,100,71.0,56.7,,
672,CHEMBL247423,CHEMBL247423,O=C(Nc1ccc2c(c1)OC(F)(F)O2)c1ccccc1NCc1ccnc(NCCOCCO)c1,BRAF,escape_route,IC50,165.0,0.304,2.66,True,medium,86.1,0.001783,0.002674,29.7,66.8,86.1,32.1,100,81.6,56.7,,
673,CHEMBL3216005,CHEMBL3216005,Cl.Cl.c1cc(OCCN2CCCCC2)cc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,IC50,170.0,0.344,2.81,True,medium,86.9,0.00177,0.002654,29.5,66.4,86.9,31.8,100,79.9,56.6,,
674,CHEMBL382590,ANILINOQUINAZOLINE1,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,AURKA,resistant,IC50,393.0,0.49,1.94,True,medium,99.8,0.000703,0.003514,28.1,53.4,99.8,35.1,100,89.6,56.5,,
675,CHEMBL215743,CHEMBL215743,COc1cccc(-c2ccc([C@@H](O)[C@H]3[C@@H](c4ccccc4)CC(=O)N3C)s2)c1,KRAS,escape_route,IC50,340.0,0.696,3.41,True,low,100.0,0.001469,0.002203,24.5,66.0,100.0,26.4,100,73.2,56.5,,
676,CHEMBL5220308,CHEMBL5220308,Nc1nc(Cl)cc(-c2nn(C(F)(F)F)cc2Cc2ccccc2)n1,EZH2,resistant,IC50,469.0,0.73,2.87,True,low,100.0,0.000664,0.003322,26.6,58.4,100.0,33.2,100,79.2,56.5,,
677,CHEMBL1083150,CHEMBL1083150,CNc1ccc(Nc2nccc(-c3sc(C)nc3C)n2)cc1,CDK4,sensitive,Ki,348.0,0.762,2.29,True,low,100.0,0.003646,0.000547,28.0,71.7,100.0,5.5,100,85.7,56.4,,
678,CHEMBL381808,CHEMBL381808,N[C@@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,IC50,360.0,0.514,2.95,True,low,100.0,0.001444,0.002166,24.1,64.0,100.0,26.0,100,78.3,56.0,,
679,CHEMBL155396,CHEMBL155396,CCCCCC[S+]([O-])CC(=O)C(F)(F)F,FOLH1,other,IC50,309.03,0.51,3.92,True,low,100.0,0.001887,0.001887,25.2,69.1,100.0,18.9,100,67.6,56.0,,
680,CHEMBL496567,CHEMBL496567,CC(C)(C)c1cnc(CSc2cnc(N[C@H]3CC[C@H](N)CC3)s2)o1,CDK4,sensitive,IC50,355.0,0.764,3.01,True,low,100.0,0.003624,0.000544,27.8,71.0,100.0,5.4,100,77.7,55.8,,
681,CHEMBL203329,CHEMBL203329,N[C@H](CCc1cnc(Cl)c(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,IC50,198.0,0.413,3.08,True,medium,88.3,0.001703,0.002555,28.4,64.2,88.3,30.7,100,76.9,55.7,,
682,CHEMBL247619,CHEMBL247619,CNC(=O)Nc1ccc(CNc2c(C(=O)Nc3ccc4c(c3)OC(F)(F)C(F)(F)O4)cnn2C)cn1,BRAF,escape_route,IC50,191.0,0.375,3.1,True,medium,87.5,0.001719,0.002578,28.6,64.7,87.5,30.9,100,76.7,55.7,,
683,CHEMBL247619,CHEMBL247619,CNC(=O)Nc1ccc(CNc2c(C(=O)Nc3ccc4c(c3)OC(F)(F)C(F)(F)O4)cnn2C)cn1,BRAF,escape_route,IC50,191.0,0.375,3.1,True,medium,87.5,0.001719,0.002578,28.6,64.7,87.5,30.9,100,76.7,55.7,,
684,CHEMBL270553,CHEMBL270553,COC[C@H]1OC(=O)/C(=C/N2CCC(c3ccccc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,escape_route,IC50,172.0,0.384,4.83,True,medium,87.7,0.001764,0.002647,29.4,66.2,87.7,31.8,100,57.4,55.6,,
685,CHEMBL512648,CHEMBL512648,CC1(C)CC(=O)c2sc(N3CCOc4ccc(-c5cccnc5)cc43)nc2C1,PIK3CB,escape_route,IC50,376.0,0.622,2.76,True,low,100.0,0.001425,0.002137,23.7,62.4,100.0,25.6,100,80.4,55.6,,
686,CHEMBL538554,CHEMBL538554,COC(=O)c1c(C)[nH]c2c(OC(=O)N3CCN(C)CC3)cc3c(c12)[C@H](CBr)CN3C(=O)/C=C/c1ccc(OC)cn1.Cl,MAP2K1,sensitive,IC50,150.0,0.235,3.8,True,medium,84.7,0.00456,0.000684,35.0,74.8,84.7,6.8,100,68.9,55.6,,
687,CHEMBL378800,CHEMBL378800,CCC(C)C(C(=O)Nc1cc(OC)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl)c1ccccc1,CHEK1,resistant,IC50,328.0,0.385,3.32,True,medium,87.7,0.000742,0.00371,29.7,59.1,87.7,37.1,100,74.2,55.5,,
688,CHEMBL219988,CHEMBL219988,O=C(NC(CO)c1ccccc1F)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,Ki,240.0,0.371,3.08,True,medium,97.4,0.004049,0.000607,31.0,66.9,97.4,6.1,100,76.9,55.3,,
689,CHEMBL361081,CHEMBL361081,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@@H](O)C#Cc1cccc(N)c1,KRAS,escape_route,IC50,370.0,0.657,3.61,True,low,100.0,0.001432,0.002148,23.9,63.0,100.0,25.8,100,71.0,55.3,,
690,CHEMBL206198,CHEMBL206198,N[C@H](COc1cc(/C=C/c2ccncc2)cnc1Cl)Cc1c[nH]c2ccccc12,AKT1,escape_route,IC50,273.0,0.436,3.05,True,medium,98.7,0.001564,0.002346,26.1,58.2,98.7,28.2,100,77.2,55.2,,
691,CHEMBL454645,CHEMBL454645,CC1CCC(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)CN1,CDK4,sensitive,IC50,370.0,0.745,3.72,True,low,100.0,0.003579,0.000537,27.4,69.3,100.0,5.4,100,69.8,54.9,,
692,CHEMBL390623,CHEMBL390623,Oc1ccccc1-c1nc(N2CCOCC2)c2oc3ncccc3c2n1,PIK3CA,escape_route,IC50,400.0,0.596,2.62,True,low,100.0,0.001398,0.002097,23.3,60.0,100.0,25.2,100,82.0,54.9,,
693,CHEMBL1213084,CHEMBL1213084,Cc1ccccc1-n1c(Cn2nc(-c3cc(O)cc(F)c3)c3c(N)ncnc32)nc2cccc(C)c2c1=O,PIK3CB,escape_route,IC50,220.0,0.365,2.86,True,medium,87.3,0.001658,0.002486,27.6,62.4,87.3,29.8,100,79.3,54.8,,
694,CHEMBL205994,CHEMBL205994,N[C@H](CNc1cncc(Nc2cccc3cnccc23)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,IC50,270.0,0.309,2.98,True,medium,96.2,0.001569,0.002353,26.1,58.4,96.2,28.2,100,78.0,54.8,,
695,CHEMBL58905,CHEMBL58905,COc1ccc(Nc2nc(Nc3ccc(C(=O)O)cc3)ncc2Br)cc1,CHEK1,resistant,IC50,450.0,0.548,2.02,True,medium,100.0,0.000673,0.003367,26.9,48.4,100.0,33.7,100,88.7,54.7,,
696,CHEMBL1973013,CHEMBL1973013,Cc1cnc(Nc2nc(NC(C)C)ncc2Br)s1,CDK4,sensitive,Ki,398.11,0.898,2.69,True,low,100.0,0.0035,0.000525,26.8,66.2,100.0,5.2,100,81.2,54.5,,
697,CHEMBL188290,CHEMBL188290,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@@H](O)c1cccs1,KRAS,escape_route,IC50,400.0,0.943,3.38,True,low,100.0,0.001398,0.002097,23.3,60.0,100.0,25.2,100,73.6,54.4,,
698,CHEMBL172071,CHEMBL172071,CCS(=O)(=O)NCCOc1nc(C2CC2)nc(NS(=O)(=O)c2ccc(C(C)C)cn2)c1Oc1ccccc1OC,CHEK2,resistant,Kd,269.15,0.264,3.01,True,medium,70.3,0.000785,0.003925,31.4,64.3,70.3,39.2,100,77.7,54.3,,
699,CHEMBL88019,CHEMBL88019,O=C(O)c1cc(Cn2nc(-c3ccccc3)c(Cc3cc4c(cc3Cl)OCO4)c2C(=O)O)on1,CHEK2,resistant,IC50,440.0,0.401,2.8,True,medium,98.0,0.000678,0.003391,27.1,49.3,98.0,33.9,100,80.0,54.1,,
700,CHEMBL217748,CHEMBL217748,C[C@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,AURKA,resistant,IC50,452.0,0.614,2.96,True,medium,100.0,0.000672,0.003362,26.9,48.2,100.0,33.6,100,78.2,54.1,,
701,CHEMBL498200,CHEMBL498200,Nc1nccc(-c2cc3c([nH]2)C(CCC(F)(F)F)CNC3=O)n1,CDK4,sensitive,IC50,395.0,0.806,3.67,True,low,100.0,0.003509,0.000526,26.9,66.6,100.0,5.3,100,70.3,54.0,,
702,CHEMBL188252,CHEMBL188252,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@@H](O)c1cccc(-c2ccccc2)c1,KRAS,escape_route,IC50,420.0,0.752,3.13,True,low,100.0,0.001377,0.002065,22.9,58.0,100.0,24.8,100,76.3,53.9,,
703,CHEMBL1082152,CHEMBL1082152,Cn1cc(C2=C(c3cccc(NCC(O)CO)c3)C(=O)NC2=O)c2cc(F)ccc21,CDK4,sensitive,Kd,410.0,0.464,3.08,True,low,100.0,0.003468,0.00052,26.6,64.9,100.0,5.2,100,76.9,53.8,,
704,CHEMBL272265,CHEMBL272265,N#CCc1ccc(-n2cnc3cnc4ccc(C#Cc5cccnc5)cc4c32)cc1,PIK3CB,escape_route,IC50,432.0,0.422,2.73,True,low,100.0,0.001365,0.002047,22.7,56.8,100.0,24.6,100,80.8,53.7,,
705,CHEMBL272265,CHEMBL272265,N#CCc1ccc(-n2cnc3cnc4ccc(C#Cc5cccnc5)cc4c32)cc1,PIK3CB,escape_route,IC50,432.0,0.422,2.73,True,low,100.0,0.001365,0.002047,22.7,56.8,100.0,24.6,100,80.8,53.7,,
706,CHEMBL115620,CHEMBL115620,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)c1ncc(-c2ccccc2)o1,CD274,immune,Ki,240.0,0.227,3.48,True,low,74.5,0.002025,0.002025,27.0,76.0,74.5,20.2,100,72.4,53.7,,
707,CHEMBL3210158,CHEMBL3210158,CCCCN(CC)CC/N=c1/c(N2CCN(C(=O)OCC)CC2)c(O)c1=O,MCL1,apoptosis,IC50,433.42,0.686,2.92,True,low,100.0,0.001022,0.002385,22.7,56.7,100.0,23.8,100,78.7,53.5,,
708,CHEMBL188447,CHEMBL188447,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@@H](O)C#Cc1ccccc1,KRAS,escape_route,IC50,430.0,0.866,3.42,True,low,100.0,0.001367,0.00205,22.8,57.0,100.0,24.6,100,73.1,53.4,,
709,CHEMBL89223,CHEMBL89223,Nc1nc(=O)n([C@@H]2C=C[C@H](CO)S2)cc1F,MAP2K1,sensitive,IC50,400.0,0.721,4.49,True,low,100.0,0.003495,0.000524,26.8,66.0,100.0,5.2,100,61.2,53.4,,
710,CHEMBL215584,CHEMBL215584,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccccc2C(F)(F)F)s1,KRAS,escape_route,IC50,280.0,0.594,3.58,True,medium,91.9,0.001553,0.002329,25.9,57.6,91.9,27.9,100,71.3,53.3,,
711,CHEMBL219683,CHEMBL219683,O=C(NCC1CCCO1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,Ki,430.0,0.641,3.02,True,low,100.0,0.003416,0.000512,26.2,62.7,100.0,5.1,100,77.6,53.2,,
712,CHEMBL373797,CHEMBL373797,CN(Cc1ccccc1)C(=O)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,Ki,440.0,0.503,2.42,True,low,100.0,0.003391,0.000509,26.0,61.6,100.0,5.1,100,84.2,53.2,,
713,CHEMBL188676,CHEMBL188676,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@@H](O)c1ccc(Cl)c(Cl)c1,KRAS,escape_route,IC50,440.0,0.908,3.28,True,low,100.0,0.001357,0.002035,22.6,56.0,100.0,24.4,100,74.7,53.2,,
714,CHEMBL377175,CHEMBL377175,O=C1NC(=O)/C(=C/c2ccc(-c3cc(F)ccc3O)o2)S1,PIK3CA,escape_route,IC50,455.0,0.833,2.52,True,low,100.0,0.001342,0.002013,22.4,54.5,100.0,24.2,100,83.1,53.1,,
715,CHEMBL449049,CHEMBL449049,CC1(C)Cc2nc(N3CCOCC3)sc2C(=O)N1,PIK3CB,escape_route,IC50,450.0,0.826,2.77,True,low,100.0,0.001347,0.00202,22.4,55.0,100.0,24.2,100,80.3,53.1,,
716,CHEMBL3641916,CHEMBL3641916,C[C@@H](O)Cn1c2cnccc2c2cnc(Nc3ccc(N4CCC(N(C)C)CC4)cn3)nc21,CDK6,sensitive,IC50,314.0,0.467,3.34,True,medium,99.3,0.003758,0.000564,28.8,60.4,99.3,5.6,100,74.0,53.1,,
717,CHEMBL439512,CHEMBL439512,COc1cc2c(cc1OC)Oc1ncnc(Nc3cnc(NC(=O)c4ccccc4)nc3)c1NC2,AURKA,resistant,IC50,470.0,0.379,2.83,True,medium,97.6,0.000664,0.00332,26.6,46.6,97.6,33.2,100,79.7,53.1,,
718,CHEMBL458328,CHEMBL458328,CCCCCC#CCC#CCC#CCC#CCCCC(=O)O,MCL1,apoptosis,IC50,441.49,0.594,3.47,True,low,100.0,0.001016,0.002371,22.6,55.9,100.0,23.7,100,72.6,52.9,,
719,CHEMBL272197,CHEMBL272197,CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)[C@@H](O)CC[C@@H]12)CC,PIK3CA,escape_route,IC50,382.0,0.416,4.96,True,low,93.3,0.001418,0.002127,23.6,61.8,93.3,25.5,100,56.0,52.8,,
720,CHEMBL512834,CHEMBL512834,Cc1ccc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)CC(C)(C)C4)CCO3)cn1,PIK3CB,escape_route,IC50,308.0,0.587,2.82,True,medium,91.7,0.001511,0.002267,25.2,55.4,91.7,27.2,100,79.8,52.8,,
721,CHEMBL274383,PD-155080,COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2ccccc2)cc1,CHEK2,resistant,IC50,500.0,0.638,2.9,True,medium,100.0,0.000651,0.003253,26.0,44.0,100.0,32.5,100,78.9,52.6,,
722,CHEMBL367294,CHEMBL367294,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CN(C)[C@@H](Cc1ccccc1)C(N)=O)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,Ki,255.0,0.153,3.83,True,low,73.1,0.001992,0.001992,26.6,74.5,73.1,19.9,100,68.6,52.6,,
723,CHEMBL296468,CHEMBL296468,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,CDK4,sensitive,IC50,458.0,0.771,2.89,True,low,100.0,0.003348,0.000502,25.7,59.6,100.0,5.0,100,79.0,52.3,,
724,CHEMBL3641908,CHEMBL3641908,CN(C)C1CCN(c2ccc(Nc3ncc4c5ccncc5n([C@@H]5CCNC5)c4n3)nc2)CC1,CDK6,sensitive,IC50,340.0,0.473,3.43,True,medium,99.5,0.003671,0.000551,28.1,58.1,99.5,5.5,100,73.0,52.3,,
725,CHEMBL386312,CHEMBL386312,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccc(C(=O)O)cc2)s1,KRAS,escape_route,IC50,380.0,0.666,3.42,True,medium,100.0,0.00142,0.00213,23.7,49.6,100.0,25.6,100,73.1,52.0,,
726,CHEMBL380159,CHEMBL380159,CN1C(=O)C[C@H](c2cccc(F)c2)[C@@H]1[C@H](O)c1ccc(-c2ccc(F)cc2)s1,KRAS,escape_route,IC50,480.0,0.688,3.5,True,low,100.0,0.001319,0.001978,22.0,52.0,100.0,23.7,100,72.2,51.8,,
727,CHEMBL212131,CHEMBL212131,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccc(O)cc2)s1,KRAS,escape_route,IC50,480.0,0.715,3.45,True,low,100.0,0.001319,0.001978,22.0,52.0,100.0,23.7,100,72.8,51.8,,
728,CHEMBL189767,CHEMBL189767,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@@H](O)C#Cc1ccc(F)cc1,KRAS,escape_route,IC50,480.0,0.863,3.46,True,low,100.0,0.001319,0.001978,22.0,52.0,100.0,23.7,100,72.7,51.8,,
729,CHEMBL478425,CHEMBL478425,CC1(C)CC(=O)c2sc(N3CCOCC3Cc3c[nH]c4ncccc34)nc2C1,PIK3CB,escape_route,IC50,481.0,0.732,3.46,True,low,100.0,0.001318,0.001977,22.0,51.9,100.0,23.7,100,72.7,51.8,,
730,CHEMBL377104,CHEMBL377104,Cc1ccc(O)c(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c1,PIK3CA,escape_route,IC50,500.0,0.832,2.5,True,low,100.0,0.001301,0.001952,21.7,50.0,100.0,23.4,100,83.3,51.7,,
731,CHEMBL112370,CHEMBL112370,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)c1ncc(-c2c(Cl)cccc2Cl)o1,CD274,immune,Ki,160.0,0.201,3.67,True,medium,69.0,0.002245,0.002245,29.9,67.2,69.0,22.4,100,70.3,51.5,,
