chembl_id,smiles,target_gene,population_target,source,activity_nM,mw,qed,sa_score,admet_score,best_similarity,generation_method,score_efficacy,score_selectivity,score_safety,score_resistance,score_novelty,score_synth,score_overall,rank
,CCOc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,sensitive,scout2,51.76,400.5,0.772,3.5,70.0,0.466,r_group,42.4,94.8,70.0,12.7,100,72.2,61.0,987
,Cc1ccc2c(c1)CCCN2S(=O)(=O)c1ccsc1.O=C1CCCN1,MDM2,sensitive,scout2,52.86,378.5,0.873,3.1,70.0,0.404,bioisostere,42.1,94.7,70.0,12.6,100,76.7,61.0,988
,COc1ccc2c(c1)CCCN2S(=O)(=O)c1ccoc1.O=C1CCCN1,MDM2,sensitive,scout2,52.87,378.5,0.885,3.2,70.0,0.406,bioisostere,42.1,94.7,70.0,12.6,100,75.6,61.0,989
,CNCCN(c1ccsc1)S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,sensitive,scout2,53.08,379.5,0.801,3.1,70.0,0.42,bioisostere,42.1,94.7,70.0,12.6,100,76.7,61.0,990
,Cc1ccc2c(c1)CCCN2S(=O)(=O)c1ccoc1.O=C1CCCN1,MDM2,sensitive,scout2,53.14,362.5,0.891,3.1,70.0,0.41,bioisostere,42.1,94.7,70.0,12.6,100,76.7,61.0,991
CHEMBL202838,COc1cc(NC(=O)CCCc2cccs2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,scout1,91.0,0.0,0.438,2.6,98.8,,database,34.4,72.7,98.8,34.4,70,82.2,61.0,992
,O=C1CCCN1c1ccc(S(=O)(=O)N2CCCc3cc(OC(F)(F)F)ccc32)cc1,MDM2,sensitive,scout2,50.76,440.4,0.724,3.8,70.0,0.483,r_group,42.7,94.9,70.0,12.8,100,68.9,60.9,993
CHEMBL3702222,CC[C@@H](C)n1c2cnccc2c2cnc(Nc3ccc(N4CC[C@@H](O)C4)cn3)nc21,CDK6,sensitive,scout1,50.0,0.0,0.525,3.57,100.0,,database,42.9,76.0,100.0,12.9,70,71.4,60.9,994
CHEMBL203275,N[C@H](COc1cncc(/C=C/c2ccnc(NC3CC3)c2)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,scout1,69.0,0.0,0.363,3.15,97.3,,database,38.3,74.5,97.3,26.8,70,76.1,60.9,995
,COc1ccc2c(c1)N(C(F)(F)F)CCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,sensitive,scout2,50.64,455.5,0.662,3.9,70.0,0.513,r_group,42.8,94.9,70.0,12.8,100,67.8,60.9,996
,CCCNS(=O)(=O)c1ccc(N2CCCC2=O)cc1.Cc1ccoc1,MDM2,sensitive,scout2,54.32,364.5,0.884,3.1,70.0,0.44,bioisostere,41.7,94.6,70.0,12.5,100,76.7,60.9,997
,CN1CCN(S(=O)(=O)c2ccncc2)c2ccccc21.O=C1CCCN1,MDM2,sensitive,scout2,53.97,374.5,0.864,3.2,70.0,0.445,bioisostere,41.8,94.6,70.0,12.6,100,75.6,60.9,998
,O=C1CCCN1c1ccc(S(=O)(=O)N2CCCc3cc(C(F)(F)F)ccc32)cc1,MDM2,sensitive,scout2,51.6,424.4,0.749,3.6,70.0,0.526,r_group,42.5,94.8,70.0,12.7,100,71.1,60.9,999
CHEMBL428496,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,PIK3CA,escape_route,scout1,120.0,0.0,0.676,4.66,100.0,,database,30.4,88.0,100.0,21.3,70,59.3,60.8,1000
CHEMBL428496,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,PIK3CA,escape_route,scout1,120.0,0.0,0.676,4.66,100.0,,database,30.4,88.0,100.0,21.3,70,59.3,60.8,1001
CHEMBL428496,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,PIK3CA,escape_route,scout1,120.0,0.0,0.676,4.66,100.0,,database,30.4,88.0,100.0,21.3,70,59.3,60.8,1002
,CCCNS(=O)(=O)c1ccc(N2CCCC2=O)cc1.COc1cc[nH]c1,MDM2,sensitive,scout2,54.88,379.5,0.807,3.2,70.0,0.433,bioisostere,41.6,94.5,70.0,12.5,100,75.6,60.8,1003
,CN1CCN(S(=O)(=O)c2ccoc2)c2ccccc21.O=C1CCCN1,MDM2,sensitive,scout2,55.3,363.4,0.88,3.1,70.0,0.409,bioisostere,41.5,94.5,70.0,12.4,100,76.7,60.8,1004
CHEMBL255592,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(C#Cc4cccnc4)ccc3ncc21,PIK3CA,escape_route,scout1,72.0,0.0,0.377,2.89,97.5,,database,37.7,74.2,97.5,26.4,70,79.0,60.8,1005
,O=C1CCCN1c1ccc(S(=O)(=O)N2CCCc3cc(OC4CC4)ccc32)cc1,MDM2,sensitive,scout2,52.79,412.5,0.754,3.6,70.0,0.472,r_group,42.2,94.7,70.0,12.6,100,71.1,60.8,1006
,CCCNS(=O)(=O)c1ccc(N2CCCC2=O)cc1.Cc1cc[nH]c1,MDM2,sensitive,scout2,54.98,363.5,0.857,3.1,70.0,0.43,bioisostere,41.6,94.5,70.0,12.5,100,76.7,60.8,1007
CHEMBL267231,C=CCC1Oc2cccc(OC(F)F)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,AR,sensitive,scout1,96.3,0.0,0.606,3.57,97.1,,database,33.5,90.4,97.1,10.1,70,71.4,60.7,1008
,CCCNS(=O)(=O)c1ccc(N2CCCC2=O)cc1.COc1ccncc1,MDM2,sensitive,scout2,55.4,391.5,0.818,3.4,70.0,0.428,bioisostere,41.5,94.5,70.0,12.4,100,73.3,60.6,1009
CHEMBL270039,COC[C@H]1OC(=O)/C(=C/N2CCCCC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,escape_route,scout1,104.0,0.0,0.43,4.87,93.6,,database,32.4,89.6,93.6,22.7,70,57.0,60.6,1010
CHEMBL427170,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)c3ccco3)C4)cc2)CC1,AURKA,resistant,scout1,160.0,0.0,0.671,2.53,100.0,,database,26.3,84.0,100.0,26.3,70,83.0,60.5,1011
CHEMBL1922219,CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)[C@@H](C)O,CDK4,sensitive,scout1,107.0,0.0,0.561,3.43,100.0,,database,32.0,89.3,100.0,9.6,70,73.0,60.5,1012
CHEMBL203007,COc1cc2c(Nc3cnc(NC(=O)c4ccc(C)c(Br)c4)nc3)ncnc2cc1OCCCN1CCOCC1,AURKA,resistant,scout1,70.0,0.0,0.247,2.72,84.9,,database,38.1,74.4,84.9,38.1,70,80.9,60.3,1013
CHEMBL204087,CC(C)C(=O)N1Cc2n[nH]c(NC(=O)c3ccc4c(c3)OCO4)c2C1,AURKA,resistant,scout1,160.0,0.0,0.888,2.8,100.0,,database,26.3,84.0,100.0,26.3,70,80.0,60.3,1014
,CNCCN(c1cc[nH]c1)S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,sensitive,scout2,59.85,362.5,0.783,3.1,70.0,0.43,bioisostere,40.4,94.0,70.0,12.1,100,76.7,60.3,1015
CHEMBL270638,Cc1nc2cnc3ccc(C#Cc4cccnc4)cc3c2n1-c1ccc(C(C)C#N)cc1,PIK3CA,escape_route,scout1,56.0,0.0,0.368,3.32,87.4,,database,41.3,75.5,87.4,28.9,70,74.2,60.3,1016
CHEMBL270638,Cc1nc2cnc3ccc(C#Cc4cccnc4)cc3c2n1-c1ccc(C(C)C#N)cc1,PIK3CA,escape_route,scout1,56.0,0.0,0.368,3.32,87.4,,database,41.3,75.5,87.4,28.9,70,74.2,60.3,1017
CHEMBL2426387,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)cc1,CDK6,sensitive,scout1,42.0,0.0,0.392,2.08,87.8,,database,45.4,76.6,87.8,13.6,70,88.0,60.3,1018
CHEMBL381703,N[C@H](CNc1cnc(Cl)c(/C=C/c2ccncc2)c1)CC1CNc2ccccc21,AKT1,escape_route,scout1,79.0,0.0,0.499,3.67,100.0,,database,36.4,73.7,100.0,25.5,70,70.3,60.2,1019
CHEMBL202026,CCN(C(=O)Cc1cnc(Nc2ncnc3cc(OCCCN4CCOCC4)c(OC)cc23)s1)c1ccccc1,AURKA,resistant,scout1,55.0,0.0,0.25,2.79,75.0,,database,41.6,75.6,75.0,41.6,70,80.1,60.1,1020
CHEMBL373628,C[C@@H](NC(=O)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1)c1ccccc1,MAPK1,sensitive,scout1,100.0,0.0,0.437,2.82,93.7,,database,33.0,90.0,93.7,9.9,70,79.8,60.1,1021
CHEMBL206183,N[C@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1csc2ccccc12,AKT1,escape_route,scout1,142.0,0.0,0.494,3.05,100.0,,database,28.0,85.8,100.0,19.6,70,77.2,60.1,1022
CHEMBL213667,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccc(F)cc2)s1,KRAS,escape_route,scout1,140.0,0.0,0.717,3.39,100.0,,database,28.2,86.0,100.0,19.7,70,73.4,60.1,1023
CHEMBL381328,N[C@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1ccc2ccccc2c1,AKT1,escape_route,scout1,146.0,0.0,0.502,2.86,100.0,,database,27.6,85.4,100.0,19.3,70,79.3,60.0,1024
CHEMBL542770,COC(=O)c1c(C)[nH]c2c1C1CCN(C(=O)/C=C/c3ccc(OC)cc3)C1=CC2C(=O)ON1CCN(C)CC1.Cl,MAP2K1,sensitive,scout1,37.0,0.0,0.417,4.25,88.3,,database,47.2,77.0,88.3,14.2,70,63.9,59.9,1025
CHEMBL271184,COC[C@H]1OC(=O)/C(=C/N2CCN(c3ccccc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,escape_route,scout1,56.0,0.0,0.389,4.78,87.8,,database,41.3,75.5,87.8,28.9,70,58.0,59.6,1026
CHEMBL3698663,C[C@H](C1CCCCC1)n1c2cnccc2c2cnc(Nc3ccc(N4CCNCC4)cn3)nc21,CDK6,sensitive,scout1,61.0,0.0,0.451,3.39,99.0,,database,40.1,75.1,99.0,12.0,70,73.4,59.6,1027
CHEMBL171846,CCC(C(=O)NC(CC(=O)O)C(=O)CN1CCN(C)CC1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,62.5,0.0,0.323,3.4,76.5,,database,39.7,93.8,76.5,11.9,70,73.3,59.6,1028
CHEMBL247793,CCNC(=O)Nc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,BRAF,escape_route,scout1,90.0,0.0,0.408,2.55,98.2,,database,34.5,72.8,98.2,24.2,70,82.8,59.5,1029
CHEMBL452602,C[C@@H]1CNC[C@H](C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)C1,CDK4,sensitive,scout1,120.0,0.0,0.749,3.75,100.0,,database,30.4,88.0,100.0,9.1,70,69.4,59.5,1030
,CNCCN(c1ccoc1)S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,sensitive,scout2,67.17,363.4,0.811,3.1,70.0,0.509,bioisostere,38.7,93.3,70.0,11.6,100,76.7,59.5,1031
CHEMBL80694,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N(C)[C@@H](C)C(=O)N[C@H](C=O)CC(=O)O)C(C)C,CD274,immune,scout1,59.0,0.0,0.224,3.73,74.5,,database,40.6,94.1,74.5,12.2,70,69.7,59.4,1032
CHEMBL377304,CN(C)CCOCCN(C)CCOc1cc(N2CCCC2)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl,CHEK1,resistant,scout1,64.0,0.0,0.376,2.93,77.5,,database,39.4,74.9,77.5,39.4,70,78.6,59.4,1033
CHEMBL384399,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccccn2)s1,KRAS,escape_route,scout1,150.0,0.0,0.765,3.5,100.0,,database,27.2,85.0,100.0,19.0,70,72.2,59.4,1034
CHEMBL374677,O=C(NC(CO)c1ccc(F)cc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,scout1,63.0,0.0,0.371,3.01,97.4,,database,39.6,75.0,97.4,11.9,70,77.7,59.3,1035
CHEMBL388480,c1ccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)cc1,PIK3CA,escape_route,scout1,160.0,0.0,0.561,2.42,100.0,,database,26.3,84.0,100.0,18.4,70,84.2,59.3,1036
CHEMBL4522598,CN(C)C/C=C/C(=O)Nc1cccc(S(=O)(=O)N2CCC(NC(=O)c3n[nH]cc3NC(=O)c3c(Cl)cccc3Cl)CC2)c1.O=C(O)C(F)(F)F,ATR,resistant,scout1,50.0,0.0,0.188,3.31,68.8,,database,42.9,76.0,68.8,42.9,70,74.3,59.3,1037
,CNCCN(c1ccncc1)S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,sensitive,scout2,69.75,374.5,0.796,3.2,70.0,0.471,bioisostere,38.2,93.0,70.0,11.4,100,75.6,59.2,1038
CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,ATR,resistant,scout1,110.0,0.0,0.61,3.41,100.0,,database,31.6,71.2,100.0,31.6,70,73.2,59.2,1039
CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,ATR,resistant,scout1,110.0,0.0,0.61,3.41,100.0,,database,31.6,71.2,100.0,31.6,70,73.2,59.2,1040
CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,ATR,resistant,scout1,110.0,0.0,0.61,3.41,100.0,,database,31.6,71.2,100.0,31.6,70,73.2,59.2,1041
CHEMBL512092,CC1(C)Cc2nc(N3CCOc4ccc(-c5cn[nH]c5)cc43)sc2C(=O)N1,PIK3CB,escape_route,scout1,156.0,0.0,0.713,3.11,100.0,,database,26.6,84.4,100.0,18.6,70,76.6,59.2,1042
CHEMBL222465,O=C(NC(CO)c1ccc(C(F)(F)F)cc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,scout1,44.0,0.0,0.309,3.13,86.2,,database,44.8,76.5,86.2,13.4,70,76.3,59.1,1043
CHEMBL285957,CN(C)CCN1C(=O)c2cccc3c2c(cc2occc23)C1=O,MAP2K1,sensitive,scout1,140.0,0.0,0.698,2.39,100.0,,database,28.2,86.0,100.0,8.5,70,84.6,58.9,1044
CHEMBL315638,O=C(O)c1cccc(Cn2nc(-c3cccs3)c(Cc3cc4c(cc3Cl)OCO4)c2C(=O)O)c1,CHEK2,resistant,scout1,89.0,0.0,0.369,2.74,87.4,,database,34.7,72.9,87.4,34.7,70,80.7,58.8,1045
CHEMBL334603,NC(=O)c1cccc2[nH]c(-c3ccccc3C(F)(F)F)nc12,PARP1,resistant,scout1,190.0,0.0,0.762,2.2,100.0,,database,23.8,81.0,100.0,23.8,70,86.7,58.8,1046
CHEMBL151601,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CC#CCOCc1ccc(O)c(C(N)=O)c1,AR,sensitive,scout1,49.0,0.0,0.345,3.17,86.9,,database,43.2,76.1,86.9,13.0,70,75.9,58.6,1047
CHEMBL27684,O=C1c2cccc3c2c(cc2ccoc23)C(=O)N1CCNCCCNCCN1C(=O)c2cccc3c2c(cc2ccoc23)C1=O,MAP2K1,sensitive,scout1,44.0,0.0,0.167,3.19,83.3,,database,44.8,76.5,83.3,13.4,70,75.7,58.5,1048
CHEMBL405230,COC[C@H]1OC(=O)/C(=C/N2CCC(N3CCCCC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,escape_route,scout1,63.0,0.0,0.36,4.94,87.2,,database,39.6,75.0,87.2,27.7,70,56.2,58.5,1049
CHEMBL4854762,Cc1c(Cc2ccccc2)c(-c2cc(Cl)nc(N)n2)nn1C,EZH2,resistant,scout1,195.0,0.0,0.755,2.47,100.0,,database,23.4,80.5,100.0,23.4,70,83.7,58.4,1050
CHEMBL27372,CCC1CCN(C=O)c2cc3nc(O)cc(C(F)(F)F)c3cc21,AR,sensitive,scout1,137.0,0.0,0.855,3.68,100.0,,database,28.5,86.3,100.0,8.5,70,70.2,58.4,1051
CHEMBL806,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,AR,sensitive,scout1,154.0,0.0,0.68,2.07,100.0,,database,26.8,84.6,100.0,8.0,70,88.1,58.3,1052
CHEMBL192575,CC(C)(C)c1ccc(C(=O)Nc2n[nH]c3c2CN(C(=O)Cc2ccccc2)C3)cc1,AURKA,resistant,scout1,130.0,0.0,0.691,2.34,100.0,,database,29.2,69.6,100.0,29.2,70,85.1,58.3,1053
CHEMBL191402,CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(C(C)(C)C)cc3)c2C1,AURKA,resistant,scout1,100.0,0.0,0.462,2.6,89.2,,database,33.0,72.0,89.2,33.0,70,82.2,58.3,1054
CHEMBL4243377,CCCN(c1ccccc1)S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,sensitive,scout1,158.0,0.0,0.795,2.06,100.0,,database,26.4,84.2,100.0,7.9,70,88.2,58.1,1055
CHEMBL322268,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)N1CCN(c2ccccc2)CC1,PARP1,resistant,scout1,200.0,0.0,0.672,2.42,100.0,,database,23.1,80.0,100.0,23.1,70,84.2,58.1,1056
CHEMBL202787,CNc1cc(/C=C/c2cncc(OC[C@@H](N)Cc3c[nH]c4ccccc34)c2)ccn1,AKT1,escape_route,scout1,176.0,0.0,0.415,3.12,100.0,,database,24.9,82.4,100.0,17.4,70,76.4,58.0,1057
CHEMBL260876,NC(N)=S,ATM,resistant,scout1,200.0,0.0,0.371,2.58,100.0,,database,23.1,80.0,100.0,23.1,70,82.4,58.0,1058
CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,CDK6,sensitive,scout1,80.0,0.0,0.61,3.41,100.0,,database,36.2,73.6,100.0,10.9,70,73.2,58.0,1059
CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,CDK6,sensitive,scout1,80.0,0.0,0.61,3.41,100.0,,database,36.2,73.6,100.0,10.9,70,73.2,58.0,1060
CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,CDK6,sensitive,scout1,80.0,0.0,0.61,3.41,100.0,,database,36.2,73.6,100.0,10.9,70,73.2,58.0,1061
CHEMBL3215760,Cl.Cl.c1cc(OCCN2CCSCC2)cc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,scout1,79.0,0.0,0.344,2.98,86.9,,database,36.4,73.7,86.9,25.5,70,78.0,57.9,1062
CHEMBL378528,O=C1NC(=O)/C(=C/c2ccc(-c3ccccn3)o2)S1,PIK3CA,escape_route,scout1,185.0,0.0,0.851,2.46,100.0,,database,24.2,81.5,100.0,16.9,70,83.8,57.9,1063
CHEMBL221109,O=C(NCc1ccncc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,scout1,160.0,0.0,0.49,2.49,100.0,,database,26.3,84.0,100.0,7.9,70,83.4,57.7,1064
CHEMBL3355072,C[C@@H]1Cn2ncc(-c3ccc(S(C)(=O)=O)cc3)c2CN1c1ccnc2[nH]ccc12,ATM,resistant,scout1,130.0,0.0,0.564,3.48,100.0,,database,29.2,69.6,100.0,29.2,70,72.4,57.7,1065
CHEMBL172921,CCCC(=O)NCC(=O)C(CC(=O)O)NC(=O)C(CC)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,81.0,0.0,0.255,3.38,75.1,,database,36.0,91.9,75.1,10.8,70,73.6,57.6,1066
CHEMBL1084546,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,CDK4,sensitive,scout1,63.1,0.0,0.445,2.91,88.9,,database,39.6,75.0,88.9,11.9,70,78.8,57.6,1067
CHEMBL211173,O=C1NC(=O)/C(=C/c2ccc(-c3ccc(O)cc3O)o2)S1,PIK3CA,escape_route,scout1,190.0,0.0,0.738,2.6,100.0,,database,23.8,81.0,100.0,16.7,70,82.2,57.5,1068
CHEMBL207496,N[C@H](COc1cncc2nc(-c3ccncc3)ccc12)Cc1c[nH]c2ccccc12,AKT1,escape_route,scout1,190.0,0.0,0.451,2.98,100.0,,database,23.8,81.0,100.0,16.7,70,78.0,57.3,1069
CHEMBL27945,CCC1CCN(C)c2cc3nc(O)cc(C(F)(F)F)c3cc21,AR,sensitive,scout1,158.0,0.0,0.853,3.4,100.0,,database,26.4,84.2,100.0,7.9,70,73.3,57.3,1070
CHEMBL4542127,COc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCN(S(=O)(=O)c2cccc(NC(=O)/C=C/CN(C)C)c2)CC1.O=C(O)C(F)(F)F,ATR,resistant,scout1,50.0,0.0,0.18,3.33,58.6,,database,42.9,76.0,58.6,42.9,70,74.1,57.2,1071
CHEMBL220272,O=C(NOCc1ccccc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,scout1,170.0,0.0,0.42,2.55,100.0,,database,25.4,83.0,100.0,7.6,70,82.8,57.2,1072
CHEMBL173116,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CN[C@@H](Cc1ccccc1)C(N)=O)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,78.0,0.0,0.133,3.71,72.7,,database,36.6,92.2,72.7,11.0,70,69.9,57.2,1073
CHEMBL297089,CCOC(=O)/C=C/[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccccc1)n1cccc(NC(=O)OCc2ccccc2)c1=O,MAP2K1,sensitive,scout1,33.0,0.0,0.197,3.49,68.9,,database,48.9,77.4,68.9,14.7,70,72.3,57.1,1074
CHEMBL177538,CCCS(=O)(=O)NCCCOc1nc(C2CC2)nc(NS(=O)(=O)c2ccc(C(C)C)cn2)c1Oc1ccccc1OC,CHEK2,resistant,scout1,69.18,0.0,0.218,3.04,69.4,,database,38.3,74.5,69.4,38.3,70,77.3,57.1,1075
CHEMBL190983,CN1C(=O)C[C@H](c2ccc(N)cc2)[C@@H]1[C@@H](O)c1ccc(-c2ccccc2)s1,KRAS,escape_route,scout1,190.0,0.0,0.673,3.47,100.0,,database,23.8,81.0,100.0,16.7,70,72.6,57.0,1076
CHEMBL215923,COc1ccccc1[C@H]1CC(=O)N(C)[C@H]1[C@H](O)c1ccc(-c2ccc(F)cc2)s1,KRAS,escape_route,scout1,120.0,0.0,0.667,3.47,100.0,,database,30.4,70.4,100.0,21.3,70,72.6,57.0,1077
CHEMBL202721,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,AURKA,resistant,scout1,110.0,0.0,0.294,2.31,85.9,,database,31.6,71.2,85.9,31.6,70,85.4,57.0,1078
CHEMBL366506,CCCCCC(=O)NCC(=O)C(CC(=O)O)NC(=O)C(CC)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,34.3,0.0,0.201,3.4,69.0,,database,48.3,77.3,69.0,14.5,70,73.3,57.0,1079
CHEMBL204217,CCc1ccc(C(=O)Nc2ncc(Nc3ncnc4cc(OCCCN5CCOCC5)c(OC)cc34)cn2)cc1,AURKA,resistant,scout1,85.0,0.0,0.267,2.63,75.3,,database,35.3,73.2,75.3,35.3,70,81.9,56.9,1080
CHEMBL205754,COc1cc(NC(=O)c2ccco2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,scout1,111.0,0.0,0.581,2.51,86.6,,database,31.5,71.1,86.6,31.5,70,83.2,56.9,1081
CHEMBL247435,CNC(=O)c1cc(CNc2c(C(=O)Nc3ccc4c(c3)OC(F)(F)O4)cnn2C)ccn1,BRAF,escape_route,scout1,199.0,0.0,0.534,2.82,100.0,,database,23.1,80.1,100.0,16.2,70,79.8,56.9,1082
CHEMBL247798,CCNC(=O)Nc1ccc(CNc2ncsc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)cn1,BRAF,escape_route,scout1,122.0,0.0,0.408,2.86,98.2,,database,30.2,70.2,98.2,21.1,70,79.3,56.9,1083
CHEMBL379218,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,CDK4,sensitive,scout1,180.0,0.0,0.548,2.83,100.0,,database,24.6,82.0,100.0,7.4,70,79.7,56.5,1084
CHEMBL379218,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,CDK4,sensitive,scout1,180.0,0.0,0.548,2.83,100.0,,database,24.6,82.0,100.0,7.4,70,79.7,56.5,1085
CHEMBL377152,COC(=O)c1ccc(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c(O)c1,PIK3CA,escape_route,scout1,210.0,0.0,0.651,2.53,100.0,,database,22.4,79.0,100.0,15.7,70,83.0,56.5,1086
CHEMBL31400,O=C1c2cccc3cccc(c23)C(=O)N1CCNCCCNCCN1C(=O)c2cccc3cccc(c23)C1=O,MAP2K1,sensitive,scout1,70.0,0.0,0.246,2.45,84.9,,database,38.1,74.4,84.9,11.4,70,83.9,56.4,1087
CHEMBL315175,O=C(O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccccc2)nn1C1CCCCC1,CHEK2,resistant,scout1,131.0,0.0,0.551,2.61,91.0,,database,29.1,69.5,91.0,29.1,70,82.1,56.3,1088
CHEMBL406237,COC[C@H]1OC(=O)/C(=C/N2CCN(Cc3ccccc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,escape_route,scout1,87.0,0.0,0.369,4.76,87.4,,database,35.0,73.0,87.4,24.5,70,58.2,56.3,1089
CHEMBL90884,CC(C)[C@H](NC(=O)CCc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)CCCc1ccccc1,CD274,immune,scout1,100.0,0.0,0.259,3.22,75.2,,database,33.0,90.0,75.2,9.9,70,75.3,56.2,1090
CHEMBL3216649,Cl.Cl.Nc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,scout1,140.0,0.0,0.495,2.77,99.9,,database,28.2,68.8,99.9,19.7,70,80.3,56.1,1091
