gene,patient
LYPD3,0.5
LYPD2,0.5
MX1,0.5
MX2,0.5
STON2,0.5
LYN,0.5
GALNT12,0.5
STK39,0.5
MIR1-1HG,0.5
C1QA,0.5
COG6,0.5
MISP,0.5
CAPN5,0.5
CAPN14,0.5
GALNT3,0.5
BPIFB6,0.5
COL16A1,0.5
CRAMP1,0.5
LYPLAL1,0.5
LY75-CD302,0.5
LY75,0.5
BRF2,0.5
LY6H,0.5
VIP,0.5
STK26,0.5
MYADM,0.5
MINPP1,0.5
STK3,0.5
STMN1,0.5
CAPN9,0.5
ZMYM6,0.5
SPDEF,0.5
GALNT11,0.5
LTB4R,0.5
COG4,0.5
MLEC,0.5
STK32A,0.5
MLC1,0.5
MVB12B,0.5
STPG1,0.5
LTV1,0.5
MYCT1,0.5
COG5,0.5
MMP21,0.5
MMP20,0.5
C1QTNF2,0.5
MAEA,0.5
MMUT,0.5
MAGEE1,0.5
MKNK1,0.5
CALU,0.5
CAMK1,0.5
MOGAT3,0.5
MICOS13,0.5
CPN2,0.5
CAMK1G,0.5
MICU2,0.5
MKRN1,0.5
FOSL1,0.5
MOGAT1,0.5
TOE1,0.5
CALR,0.5
GABRQ,0.5
GAN,0.5
MAGEC2,0.5
CPM,0.5
FOXB2,0.5
MLX,0.5
TPM1,0.5
MLPH,0.5
C1ORF115,0.5
MKLN1,0.5
SPATC1L,0.5
MMD2,0.5
DHX35,0.5
CAPN11,0.5
MICAL2,0.5
C1R,0.5
MYL11,0.5
MLXIPL,0.5
MICAL1,0.5
ZFP30,0.5
C1ORF74,0.5
GANC,0.5
MMAB,0.5
ZFP28,0.5
MORC2,0.5
GALNT14,0.5
MORC1,0.5
TPP2,0.5
ZFP2,0.5
C1QTNF9B,0.5
MALSU1,0.5
ZMIZ2,0.5
MALRD1,0.5
CAPRIN1,0.5
MTO1,0.5
MICB,0.5
GANAB,0.5
MTPAP,0.5
MON1B,0.5
BOK,0.5
COL4A5,0.5
MMEL1,0.5
BTAF1,0.5
SPECC1L,0.5
GADL1,0.5
TPP1,0.5
MAG,0.5
MAFG,0.5
C1QTNF6,0.5
C1ORF116,0.5
CPAP,0.5
MIEF1,0.5
MOB3C,0.5
FOXC2,0.5
MUC15,0.5
MOB3B,0.5
VPS26B,0.5
BST2,0.5
C1QTNF5,0.5
STK10,0.5
BNIP3,0.5
TRAFD1,0.5
LUC7L3,0.5
MOB1B,0.5
BNIP5,0.5
ZNF23,0.5
GAL3ST1,0.5
STRADA,0.5
CPB1,0.5
MIR9-1HG,0.5
SPEF1,0.5
MAGEB18,0.5
ZNF221,0.5
CPB2,0.5
BTBD7,0.5
STRBP,0.5
FKBP1A,0.5
MAGEB4,0.5
MID1,0.5
TPH1,0.5
FOSL2,0.5
GAD1-AS1,0.5
COL3A1,0.5
MTSS2,0.5
GAMT,0.5
MMP10,0.5
MOCOS,0.5
BTBD19,0.5
BNIP2,0.5
MAGEB16,0.5
FKBP11,0.5
MTX3,0.5
TRIM24,0.2
TEX10,0.2
TEX101,0.2
SEC24A,0.2
VARS2,0.2
SERPINB12,0.2
SERPINB2,0.2
TPRKB,0.2
SERPINB10,0.2
SERPINB4,0.2
ZNF865,0.2
SERPINB1,0.2
TDRD10,0.2
TEX12,0.2
SERPINF1,0.2
TDRD1,0.2
SEC14L2,0.2
SERPINF2,0.2
TDP1,0.2
SERPINH1,0.2
ZNF8,0.2
SEC13,0.2
TEX46,0.2
SERTAD2,0.2
TCP11L2,0.2
TEX47,0.2
SPRY3,0.2
TEX55,0.2
TEX56P,0.2
SDSL,0.2
SDR42E1,0.2
ZNF333,0.2
WIF1,0.2
ZNF331,0.2
SPRYD4,0.2
VAMP4,0.2
VAMP7,0.2
ZNF140,0.2
VHLL,0.2
TXNDC5,0.2
SNCG,0.2
ZNF146,0.2
SEC23A,0.2
SEC22A,0.2
TRIM35,0.2
SERPINB8,0.2
SERPINB9,0.2
TDRD15,0.2
SPSB3,0.2
UBASH3A,0.2
VHL,0.2
SPSB2,0.2
SEC14L4,0.2
TDRD12,0.2
TEX261,0.2
TEX29,0.2
SERPIND1,0.2
SERPINA7,0.2
TEDC2,0.2
WBP11,0.2
SPTLC2,0.2
TMEM219,0.2
VAPA,0.2
WASF1,0.2
SNTN,0.2
SREK1,0.2
SNW1,0.2
TEN1,0.2
SREK1IP1,0.2
SNRNP27,0.2
SNX1,0.2
TYW3,0.2
TPM4,0.2
TYMSOS,0.2
SNX11,0.2
TXNRD3,0.2
SNX2,0.2
ZNF117,0.2
TMEM202,0.2
SEMA3F,0.2
VANGL2,0.2
ZNF345,0.2
SEMA3D,0.2
ZNF343,0.2
ZNF85,0.2
SEPTIN11,0.2
TENT5A,0.2
WNT8A,0.2
U2AF2,0.2
UACA,0.2
UAP1,0.2
TRIM31,0.2
VARS1,0.2
SPZ1,0.2
SQLE,0.2
ZNF112,0.2
TYSND1,0.2
SNRPB2,0.2
ZNF101,0.2
ZNF816,0.2
SNRPN,0.2
ZNF100,0.2
ZNF83,0.2
TEF,0.2
ZNF35,0.2
ZNF836,0.2
ZNF10,0.2
TMEM207,0.2
ZNF347,0.2
ZNF839,0.2
TMEM215,0.2
ZNF114,0.2
WARS1,0.2
TECRL,0.2
ZNF812P,0.2
TEKT1,0.2
ZNF880,0.2
TMEM205,0.2
SENP2,0.2
TMEM217,0.2
SENP3,0.2
SNTB2,0.2
WNT4,0.2
TECR,0.2
UNC45A,0.2
SEPTIN14,0.2
TENT5B,0.2
TESPA1,0.2
SERINC5,0.2
SRFBP1,0.2
VANGL1,0.2
ZNF33A,0.2
ZNF383,0.2
WASHC2C,0.2
SNX18,0.2
TXNL1,0.2
TRIM25,0.2
SERPINA11,0.2
ZNF860,0.2
ZNF135,0.2
ZMYND15,0.2
TMEM233,0.2
TMEM190,0.2
SEL1L,0.2
WNT1,0.2
SNF8,0.2
ZNF138,0.2
ZNF14,0.2
SERPINA12,0.2
WASHC3,0.2
TMEM236,0.2
SERPINA4,0.2
SERPINA5,0.2
WASHC4,0.2
WNK3,0.2
WLS,0.2
SEC61B,0.2
SELENBP1,0.2
WRAP73,0.2
SNORC,0.2
SELENOH,0.2
TENT5C,0.2
TEAD4,0.2
SELL,0.2
SELENOW,0.2
ZNF124,0.2
SELENOV,0.2
SEPTIN7,0.2
TERB1,0.2
WNT9B,0.2
WASH4P,0.2
ZNF131,0.2
TMEM198,0.2
UBA2,0.2
TDRP,0.2
TES,0.2
ZNF850,0.2
SNORA81,0.2
TMEM229A,0.2
TRIM26,0.2
SELENOS,0.2
SERINC1,0.2
TXNL4A,0.2
SNHG32,0.2
TESC,0.2
TDRD7,0.2
SERINC4,0.2
TMEM230,0.2
TESK2,0.2
TESMIN,0.2
SELENOP,0.2
SLC35F1,0.2
TRIM16L,0.2
UBTF,0.2
SPAG6,0.2
UBXN1,0.2
WDR5B,0.2
SPAG5,0.2
ZSCAN9,0.2
TMEM132E-DT,0.2
TMEM134,0.2
SAMD13,0.2
SPEM2,0.2
SPAG11B,0.2
ZSCAN5A,0.2
ZNF202,0.2
SPACDR,0.2
SPESP1,0.2
TLCD4,0.2
TLCD3B,0.2
SAMD8,0.2
TRAF1,0.2
WDR75,0.2
TKTL1,0.2
UBXN11,0.2
ZNF280D,0.2
TLE4,0.2
ZNF211,0.2
ZNF214,0.2
SPATA2,0.2
UGT1A9,0.2
TLNRD1,0.2
SPATA19,0.2
TRAF3,0.2
ZNF280A,0.2
TRAPPC13,0.2
WDR27,0.2
TRAF2,0.2
TRAPPC14,0.2
UBXN6,0.2
SPATA12,0.2
SPAST,0.2
ZSWIM3,0.2
TLK1,0.2
ZNF280C,0.2
TRAPPC4,0.2
SPART,0.2
TKT,0.2
RTL3,0.2
SPRY2,0.2
UBQLN2,0.2
TIMM29,0.2
SASH3,0.2
ZSCAN31,0.2
SPG21,0.2
SAT1,0.2
TMEM14A,0.2
TPX2,0.2
SATL1,0.2
TMEM150A,0.2
SAXO5,0.2
SP5,0.2
SAYSD1,0.2
SBDS,0.2
SOX8,0.2
TPTE2,0.2
TMEM150B,0.2
SPI1,0.2
SBK3,0.2
SPIC,0.2
SBSN,0.2
ZSCAN32,0.2
TIMP2,0.2
SARS1,0.2
ZSCAN4,0.2
TKFC,0.2
WDR76,0.2
SAMTOR,0.2
TK1,0.2
SP4,0.2
SAP25,0.2
WDR83,0.2
WDR83OS,0.2
SAP30L,0.2
ZNF200,0.2
SP140L,0.2
SAPCD2,0.2
TIPRL,0.2
ZNF20,0.2
TINF2,0.2
WDR86,0.2
SARAF,0.2
UGT2B10,0.2
SP110,0.2
SAC3D1,0.2
TLR3,0.2
WDR55,0.2
RUNDC3A,0.2
TMBIM4,0.2
TMBIM1,0.2
ZXDA,0.2
TM9SF2,0.2
RUFY3,0.2
TMEM106A,0.2
TM9SF1,0.2
ZWINT,0.2
RUFY4,0.2
SPATA6,0.2
WDR54,0.2
TMEM106C,0.2
UGT1A3,0.2
TM7SF3,0.2
ZNF224,0.2
WDR37,0.2
RUNX3,0.2
UFD1,0.2
RUVBL2,0.2
ZNF256,0.2
TRAF7,0.2
RUBCN,0.2
VENTX,0.2
ZNF25,0.2
ZNF235,0.2
TMCO6,0.2
RTL5,0.2
TMCO4,0.2
TMCO2,0.2
RTN2,0.2
RTN3,0.2
TMCO1,0.2
TMED4,0.2
UGDH,0.2
SPATA32,0.2
VEZF1,0.2
TMED6,0.2
ZYG11B,0.2
TMED7,0.2
RTN4RL1,0.2
RTN4RL2,0.2
TMC7,0.2
RTP4,0.2
TM6SF2,0.2
ZNF222,0.2
RWDD2B,0.2
S100A7L2,0.2
ZNF273,0.2
ZNF277,0.2
S100A8,0.2
UCP2,0.2
S100P,0.2
SPATS2L,0.2
S100Z,0.2
WDR45,0.2
SPATA31A6,0.2
TMEM126B,0.2
WDR47,0.2
SPCS1,0.2
TMEM128,0.2
SPDYC,0.2
TLR4,0.2
ZSWIM9,0.2
WDR5,0.2
UCHL1,0.2
TRAF3IP2,0.2
TLX1,0.2
S100A5,0.2
RWDD4,0.2
S100A4,0.2
ZNF22,0.2
RXFP1,0.2
RXFP3,0.2
ZNF264,0.2
TMEM109,0.2
WDR38,0.2
UFC1,0.2
TM2D3,0.2
RXRB,0.2
ZNF219,0.2
RXYLT1,0.2
TM2D2,0.2
TM2D1,0.2
TMEM117,0.2
SPATS1,0.2
ZWILCH,0.2
S100A14,0.2
S100A3,0.2
SPATS2,0.2
ZNF3,0.2
SBSPON,0.2
SPICE1,0.2
ZNF157,0.2
SPOCK2,0.2
SOCS7,0.2
SPOCK3,0.2
ZNRF1,0.2
SCRN1,0.2
TRH,0.2
UBE2L6,0.2
SCRN2,0.2
SCRN3,0.2
ZNF324B,0.2
SPMIP7,0.2
VAT1L,0.2
TMEM183A,0.2
TMEM184A,0.2
SCT,0.2
SCTR,0.2
UBE2J1,0.2
SPOUT1,0.2
TGFBI,0.2
UBE2I,0.2
SOD2,0.2
TRGV9,0.2
SPO11,0.2
UMAD1,0.2
SORBS3,0.2
TGS1,0.2
TGOLN2,0.2
SCNM1,0.2
UBE2QL1,0.2
WDPCP,0.2
SPNS2,0.2
TMEM176B,0.2
TREML2,0.2
SCNN1A,0.2
SPNS3,0.2
TPST1,0.2
UBE2N,0.2
ULK4,0.2
SCO1,0.2
UBE2M,0.2
ZNRF2,0.2
TGIF2LX,0.2
TGIF2,0.2
TRHR,0.2
SOCS5,0.2
SOCS4,0.2
SPRR2B,0.2
WBP2,0.2
TFF3,0.2
UBE2E2,0.2
TMEM185B,0.2
WHAMM,0.2
TFEC,0.2
SDHAF3,0.2
SDHAP3,0.2
SPRR2G,0.2
SDHB,0.2
TFB2M,0.2
TMED3,0.2
UBE2A,0.2
UNC119,0.2
ZNF93,0.2
SDHC,0.2
UBD,0.2
TMEM19,0.2
UBC,0.2
SPRR2D,0.2
SNX9,0.2
TRIB1,0.2
SOAT1,0.2
TGFB3,0.2
TGFB2,0.2
SPP1,0.2
SOCS3,0.2
ZNG1F,0.2
ZNG1C,0.2
SPP2,0.2
ZNG1A,0.2
SOCS2,0.2
SOCS1,0.2
VAT1,0.2
UMODL1-AS1,0.2
ZNF329,0.2
SDC1,0.2
SDC3,0.2
UMPS,0.2
SDC4,0.2
WBP4,0.2
UBE2H,0.2
TREML1,0.2
SORCS2,0.2
SOX7,0.2
SCCPDH,0.2
THPO,0.2
THOP1,0.2
SPINK6,0.2
UBOX5,0.2
THOC7,0.2
ZNF180,0.2
ULBP2,0.2
WDR93,0.2
THOC5,0.2
SCEL,0.2
SCN4B,0.2
TRBV7-6,0.2
ZNF18,0.2
THNSL2,0.2
ZNF177,0.2
UBL4A,0.2
THNSL1,0.2
SOX18,0.2
TMEM165,0.2
VGLL1,0.2
THRB,0.2
SOX3,0.2
SCARA5,0.2
ULBP1,0.2
ZNF300,0.2
ZNF302,0.2
THY1,0.2
TRAV19,0.2
UBP1,0.2
UGT2B7,0.2
UGT3A1,0.2
UGT3A2,0.2
TRAV22,0.2
UGT8,0.2
THUMPD2,0.2
SCAMP2,0.2
ZSCAN10,0.2
SPIN4,0.2
ZNF195,0.2
TRAV40,0.2
TRBV4-2,0.2
TMEM160,0.2
SPINDOC,0.2
ZNF174,0.2
UBIAD1,0.2
UBFD1,0.2
WEE2,0.2
ZNF320,0.2
THBD,0.2
UBE3A,0.2
SOWAHC,0.2
UBE2Z,0.2
UBE2W,0.2
SPIRE1,0.2
SCN1B,0.2
SOWAHA,0.2
SOST,0.2
THAP7,0.2
THAP12,0.2
TREM2,0.2
THAP10,0.2
ZNF165,0.2
SCN2B,0.2
WFDC9,0.2
UBE2U,0.2
SERTM1,0.2
SCML1,0.2
SOWAHD,0.2
SOX14,0.2
TMEM170A,0.2
SCG5,0.2
ZRANB2,0.2
UBE4A,0.2
ZRANB1,0.2
SCGB2A2,0.2
SOX12,0.2
TMEM169,0.2
SPINT3,0.2
VCAM1,0.2
SCGN,0.2
SCHIP1,0.2
SCIMP,0.2
SCIN,0.2
VAX2,0.2
TMEM17,0.2
UBE3D,0.2
THEM6,0.2
THEM4,0.2
VGLL2,0.2
TCP11L1,0.2
SH2B1,0.2
WSB2,0.2
SLC22A16,0.2
ZBTB7C,0.2
ZFP69,0.2
SYTL3,0.2
SLC22A10,0.2
SLC6A7,0.2
TOMM5,0.2
SYT8,0.2
SYT7,0.2
ZNF488,0.2
SLC22A17,0.2
SLC75A1,0.2
SLC22A2,0.2
SLC6A19,0.2
SLC6A18,0.2
SLC6A16,0.2
TOM1L2,0.2
SLC22A31,0.2
TNFAIP6,0.2
ZC3H10,0.2
VPS54,0.2
SLC71A3P,0.2
STARD7,0.2
TNFAIP8,0.2
VRK1,0.2
SLC7A2,0.2
TSPYL5,0.2
TRMT61B,0.2
SLC18A1,0.2
SLC18B1,0.2
ZBTB46,0.2
VRK2,0.2
SLC19A2,0.2
SLC19A3,0.2
SLC1A1,0.2
SLC7A10,0.2
TMX2-CTNND1,0.2
TAAR2,0.2
TSPYL4,0.2
SLC1A4,0.2
TAAR1,0.2
STARD3,0.2
STARD4,0.2
SLC7A11,0.2
ZNF621,0.2
SLC22A5,0.2
TRPC3,0.2
VSIG10,0.2
STEEP1,0.2
SLC25A17,0.2
TSPAN4,0.2
SLC25A21,0.2
SLC5A8,0.2
ZFP36,0.2
ZNF611,0.2
USP21,0.2
ZNF497,0.2
SLC25A22,0.2
TSPAN33,0.2
SLC25A10,0.2
SYK,0.2
ZNF608,0.2
SLC25A25,0.2
SLC25A27,0.2
TSPAN32,0.2
STH,0.2
TSPAN31,0.2
SLC25A28,0.2
STIM1,0.2
SLC25A13,0.2
ZC3H15,0.2
TSPEAR,0.2
STAU1,0.2
VPS51,0.2
ZFP41,0.2
ZNF616,0.2
SYP,0.2
SLC66A2,0.2
STAT6,0.2
TSPAN9,0.2
TNFRSF10C,0.2
ZC3H12A,0.2
ZC3H12D,0.2
SLC24A5,0.2
SYNJ2BP,0.2
STC1,0.2
ZFP36L1,0.2
SYNGR1,0.2
SLC61A1,0.2
STEAP2,0.2
SLC24A3,0.2
SYNE4,0.2
VPS50,0.2
SLC17A9,0.2
ZBTB42,0.2
SLC17A7,0.2
ZNF658,0.2
SLCO1B3,0.2
SLC11A2,0.2
ZNF664,0.2
SLC12A2,0.2
ZBTB3,0.2
TAMM41,0.2
TAMALIN,0.2
TALDO1,0.2
SLC9C1,0.2
SLC9B1P1,0.2
TMPRSS3,0.2
TAGLN3,0.2
ZFPL1,0.2
SLC13A1,0.2
USP1,0.2
SLC9A7,0.2
ZNF653,0.2
USP11,0.2
ZNF480,0.2
SLC14A1,0.2
TANGO2,0.2
ZNF670,0.2
TAAR9,0.2
TRIP6,0.2
TRIP10,0.2
ST6GALNAC4,0.2
TARDBP,0.2
TARBP2,0.2
TOP3B,0.2
TTC23,0.2
TAPBPL,0.2
TAPBP,0.2
UST,0.2
SLC10A2,0.2
SLC11A1,0.2
SLC10A4,0.2
SLC10A5,0.2
SLC10A7,0.2
ZFYVE21,0.2
ZNF671,0.2
TTC22,0.2
TRMO,0.2
USPL1,0.2
ZBTB25,0.2
TAGLN2,0.2
TOP2A,0.2
TAFA1,0.2
TMX2,0.2
SLC16A4,0.2
SLC16A5,0.2
SPATA31J1,0.2
TSR3,0.2
SLC16A9,0.2
TMX1,0.2
TADA2A,0.2
SLC7A6,0.2
TACSTD2,0.2
TACR1,0.2
SLC15A2,0.2
TRMT44,0.2
SLC17A4,0.2
STAM2,0.2
TACC1,0.2
ZNF623,0.2
TAB3,0.2
TAB2,0.2
SLC7A3,0.2
TAB1,0.2
TAF11,0.2
ZNF627,0.2
SLC16A2,0.2
SLC7A9,0.2
TAF9,0.2
ZNF648,0.2
SLC9A2,0.2
SLC16A1,0.2
VSIG1,0.2
TMUB1,0.2
STAC2,0.2
TAF4B,0.2
USP12,0.2
ZNF639,0.2
TAF4,0.2
SLC16A13,0.2
ZNF484,0.2
ZNF629,0.2
TSTD2,0.2
ZFP90,0.2
TAF1B,0.2
TMUB2,0.2
TRMT2B,0.2
ZNF501,0.2
SYCE2,0.2
TNFRSF13C,0.2
SLC2A4RG,0.2
STOML3,0.2
ZNF564,0.2
ZDHHC14,0.2
SLC2A12,0.2
ZDHHC15,0.2
ZDHHC16,0.2
SLC2A3,0.2
ZDHHC17,0.2
TRPV1,0.2
ZNF563,0.2
STXBP3,0.2
USP4,0.2
SLC38A8,0.2
ZDHHC2,0.2
ZNF562,0.2
STX8,0.2
SLC38A5,0.2
SLC38A4,0.2
ZDHHC22,0.2
STOX2,0.2
ZNF566,0.2
SLC39A12,0.2
SLC39A9,0.2
TRPT1,0.2
TSG101,0.2
SUCNR1,0.2
STK40,0.2
ZCRB1,0.2
TSEN34,0.2
ZNF525,0.2
VPS37C,0.2
STKLD1,0.2
SLC27A6,0.2
STYXL1,0.2
ZDHHC13,0.2
ZDHHC1,0.2
TSC22D4,0.2
STOM,0.2
SLC28A3,0.2
SLC39A4,0.2
SLC29A2,0.2
ZDHHC12,0.2
STOML2,0.2
SLC29A3,0.2
STX6,0.2
SLC30A6,0.2
ZDHHC9,0.2
STRN4,0.2
SLC35G3,0.2
TNPO2,0.2
SLC35G2,0.2
ZNF528,0.2
SLC35F6,0.2
ZNF548,0.2
TNNT3,0.2
ZNF544,0.2
ZNF541,0.2
STRN3,0.2
SLC30A8,0.2
STRIP1,0.2
SLC35B3,0.2
SLC35B4,0.2
SLC35F5,0.2
TRPV4,0.2
TNP1,0.2
SLC35F2,0.2
SLC35D4,0.2
SLC35E1,0.2
SLC35G5,0.2
SLC35A2,0.2
ZDHHC23,0.2
SLC35A1,0.2
ZNF526,0.2
STX2,0.2
STX1B,0.2
SLC37A4,0.2
STPG4,0.2
ZNF559,0.2
SLC31A2,0.2
SLC36A3,0.2
STRA8,0.2
TRUB2,0.2
STX18,0.2
ZNF557,0.2
TNKS2,0.2
ZNF556,0.2
TNMD,0.2
ZDHHC7,0.2
STX17,0.2
SLC35H1,0.2
SLC35G6,0.2
TSGA10,0.2
ZCCHC9,0.2
TOB2,0.2
TSPAN1,0.2
ZNF507,0.2
ZNF585A,0.2
TNFRSF4,0.2
ZNF510,0.2
ZNF582,0.2
ZNF511,0.2
TNFRSF8,0.2
ZNF581,0.2
STIP1,0.2
ZNF512,0.2
STING1,0.2
TSNAXIP1,0.2
TNFRSF9,0.2
USP46,0.2
SLC4A11,0.2
USP27X,0.2
STK11,0.2
ZCCHC17,0.2
SURF6,0.2
SLC25A32,0.2
ZC4H2,0.2
ZFHX2,0.2
TNIP3,0.2
ZNF593,0.2
TSPAN12,0.2
SLC5A11,0.2
SLC5A10,0.2
SLC5A1,0.2
TNFRSF14,0.2
SWT1,0.2
TNFRSF17,0.2
SWI5,0.2
SLC25A30,0.2
SLC52A2,0.2
TSPAN11,0.2
SLC52A1,0.2
VPS41,0.2
SLC51A,0.2
ZNF589,0.2
ZNF587B,0.2
ZNF587,0.2
TNFRSF18,0.2
STIMATE,0.2
ZNF586,0.2
ZNF575,0.2
ZFAND5,0.2
SURF1,0.2
SLC41A1,0.2
SLC25A52,0.2
SLC43A1,0.2
ZNF569,0.2
SLC41A2,0.2
ZFAND3,0.2
SLC25A6,0.2
USP37,0.2
ZCCHC3,0.2
SLC26A10P,0.2
SLC40A1,0.2
SLC25A37,0.2
SUGT1P4-STRA6LP-CCDC180,0.2
SLC26A11,0.2
TSHB,0.2
SLC26A4,0.2
STK36,0.2
SLC26A5,0.2
ZER1,0.2
SUDS3,0.2
STK38,0.2
SULT1C2,0.2
SULT1C3,0.2
SLC25A5,0.2
SULT1C4,0.2
SLC47A2,0.2
STK16,0.2
TNFSF11,0.2
TNFSF12-TNFSF13,0.2
STK17A,0.2
SUN2,0.2
SUN1,0.2
TSNARE1,0.2
SUMF2,0.2
SLC45A2,0.2
SUMF1,0.2
STK17B,0.2
STK25,0.2
ZFAND4,0.2
SLC43A2,0.2
ZNF57,0.2
TNFSF8,0.2
SLC25A48,0.2
SULT1E1,0.2
SLAMF6,0.2
SLAMF1,0.2
TXN2,0.2
TPD52,0.2
TBX6,0.2
TPD52L3,0.2
SH2D2A,0.2
TPD52L1,0.2
ZNF41,0.2
SRRM3,0.2
SH2D4B,0.2
TUBB6,0.2
SMPD1,0.2
TMEM255B,0.2
TUBG1,0.2
SH2D6,0.2
SH3BGR,0.2
ZNF770,0.2
SMLR1,0.2
SH3BGRL3,0.2
ZNF415,0.2
TUBB3,0.2
ZNF77,0.2
TBX21,0.2
SMPDL3A,0.2
SLC35E2B,0.2
TMEM260,0.2
SGMS1,0.2
TULP1,0.2
TMEM248,0.2
SGCG,0.2
SGCZ,0.2
ZMPSTE24,0.2
TMEM250,0.2
SGK1,0.2
SGK3,0.2
TPGS1,0.2
TUFM,0.2
ZNF408,0.2
SGO1,0.2
ZNF771,0.2
TCAF2,0.2
TC2N,0.2
TBXT,0.2
TMEM253,0.2
SGSH,0.2
SMPDL3B,0.2
XPO7,0.2
TUBB1,0.2
XRCC5,0.2
ST6GALNAC3,0.2
TMEM37,0.2
TBPL2,0.2
TUBA1A,0.2
UTY,0.2
UPP1,0.2
TBL2,0.2
TBL1Y,0.2
ZNF419,0.2
SHBG,0.2
SHC2,0.2
SHCBP1,0.2
TMEM30A,0.2
TTYH3,0.2
TPCN2,0.2
UPRT,0.2
ZNF426,0.2
ZMAT1,0.2
TBL1X,0.2
SRSF7,0.2
SHCBP1L,0.2
SRY,0.2
TMEM30B,0.2
ZNF75D,0.2
UPF3A,0.2
TBX10,0.2
SH3BP5L,0.2
SH3D19,0.2
TMEM266,0.2
SH3GL3,0.2
TBX19,0.2
ZMAT2,0.2
ZNF765,0.2
UPK1A,0.2
SMIM12,0.2
XRCC6,0.2
XXYLT1,0.2
VSX2,0.2
TUBAL3,0.2
TRIM48,0.2
TUBA4A,0.2
TRIM49C,0.2
TRIM5,0.2
TMEM267,0.2
SH3YL1,0.2
TUBA3D,0.2
TMEM247,0.2
TCEA3,0.2
SGCE,0.2
TCHP,0.2
TCL1A,0.2
SETDB2,0.2
SETMAR,0.2
VWA7,0.2
TXK,0.2
TWIST1,0.2
TMEM238,0.2
TCIM,0.2
SRP14,0.2
UNCX,0.2
ZNF385C,0.2
XCL1,0.2
ZNF391,0.2
TMEM240,0.2
SRP72,0.2
XCR1,0.2
SF3A2,0.2
TMEM242,0.2
SRP9,0.2
VWA2,0.2
SRM,0.2
WWTR1,0.2
SGCD,0.2
ZNF792,0.2
TCP11,0.2
SESN2,0.2
TMEM237,0.2
TRIM38,0.2
TCP10L3,0.2
SESTD1,0.2
SNCA,0.2
SET,0.2
WTAP,0.2
SRL,0.2
SETD7,0.2
ZNF385A,0.2
ZNF789,0.2
TCN2,0.2
TCL1B,0.2
SNAPC3,0.2
WWC2,0.2
SNAPC1,0.2
TXLNG,0.2
ZNF785,0.2
SRPK2,0.2
UNG,0.2
XK,0.2
XPNPEP1,0.2
XKRX,0.2
SFRP2,0.2
TPI1,0.2
ZNF776,0.2
SRPRB,0.2
SFTPA1,0.2
TCERG1L,0.2
TCEANC2,0.2
TUSC3,0.2
SMURF1,0.2
TRIM39-RPP21,0.2
SFXN5,0.2
SRRD,0.2
SMUG1,0.2
TCEAL6,0.2
TMEM245,0.2
SGCB,0.2
VTA1,0.2
TCEAL2,0.2
TCEAL1,0.2
TRIM40,0.2
VIPAS39,0.2
XKR8,0.2
TCF23,0.2
ZNF781,0.2
TCF7L2,0.2
SNAP25,0.2
SNAP23,0.2
SNAI3,0.2
SF3B5,0.2
TRIM4,0.2
ZMYM2,0.2
TWF1,0.2
XKR6,0.2
XKR7,0.2
SRPK3,0.2
TCF7L1,0.2
ZNF780A,0.2
SFN,0.2
TVP23C,0.2
VTI1B,0.2
SFRP1,0.2
TCF25,0.2
SHD,0.2
YARS1,0.2
TBKBP1,0.2
TASP1,0.2
VMP1,0.2
TTC31,0.2
TBC1D1,0.2
TAX1BP3,0.2
ST3GAL1,0.2
TRIM77,0.2
TAT,0.2
SIVA1,0.2
ZNF446,0.2
ST3GAL3,0.2
TBC1D10A,0.2
ZBED2,0.2
ZNF692,0.2
ZNF689,0.2
TASL,0.2
TTC29,0.2
ZNF688,0.2
TOR3A,0.2
TMEM9B,0.2
VN1R4,0.2
UTP23,0.2
ST20-AS1,0.2
TBC1D19,0.2
SIRPB2,0.2
TMEM71,0.2
ZIM2,0.2
SLU7,0.2
TTC9B,0.2
TMEM72,0.2
VMA22,0.2
ZNF703,0.2
TBC1D14,0.2
SIRPB1,0.2
SIRPD,0.2
SLK,0.2
TMEM86A,0.2
ZNF701,0.2
SIRT2,0.2
TTC4,0.2
TBC1D13,0.2
TTC39C,0.2
ST20,0.2
TOX4,0.2
TOX2,0.2
UROD,0.2
TAS2R5,0.2
ZNF451,0.2
ZNF676,0.2
UTP11,0.2
SKOR2,0.2
TMPRSS11B,0.2
SKP2,0.2
TMPRSS11BNL,0.2
TMPRSS11D,0.2
SLFN11,0.2
ZBTB18,0.2
SLA,0.2
ZNF470,0.2
TAS2R43,0.2
ZNF674,0.2
SLA2,0.2
TARS3,0.2
UTF1,0.2
TTC27,0.2
TARS2,0.2
ZFYVE27,0.2
TARS1,0.2
SLAIN2,0.2
ZNF468,0.2
TAS2R10,0.2
ZNF677,0.2
TAS2R14,0.2
TMIE,0.2
TMIGD1,0.2
TMIGD2,0.2
TOR1B,0.2
SKAP1,0.2
TMOD1,0.2
SKI,0.2
ZBTB11,0.2
TAS2R31,0.2
TOR1AIP1,0.2
ZNF461,0.2
TRIM9,0.2
VPREB1,0.2
SLIRP,0.2
UTP14C,0.2
ZGPAT,0.2
ZGLP1,0.2
ZNF678,0.2
SKIL,0.2
TRIM65,0.2
TTI1,0.2
UTP6,0.2
VLDLR,0.2
TTLL7,0.2
