chembl_id,name,smiles,target_gene,population_target,source,activity_nM,mw,logp,qed,sa_score,admet_score,est_emax_s,est_emax_r,generation_method,score_efficacy,score_selectivity,score_safety,score_resistance,score_novelty,score_synthesizability,score_overall,rank
CHEMBL4867202,CHEMBL4867202,COc1cccc(Cc2cn(C)nc2-c2cc(Cl)nc(N)n2)c1,EZH2,resistant,scout1,351.0,0.0,0.0,0.744,2.57,100.0,0.000727,0.003637,database_search,29.1,64.9,100.0,36.4,80,82.6,58.5,1458
,,CC(=O)[C@@]1(OC(C)=S)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,AR,sensitive,scout2,,402.6,5.46,0.576,3.5,91.5,0.00538,0.000807,bioisostere,41.2,72.0,91.5,8.1,100,72.2,58.5,1459
CHEMBL406237,CHEMBL406237,COC[C@H]1OC(=O)/C(=C/N2CCN(Cc3ccccc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,escape_route,scout1,87.0,0.0,0.0,0.369,4.76,87.4,0.00206,0.003091,database_search,34.3,73.0,87.4,37.1,80,58.2,58.5,1460
,,CN(C)CCOc1ccncc1.O/N=C1\CCc2cc(-c3[nH]cnc3-c3ccncc3)ccc21,BRAF,escape_route,scout2,,456.6,4.29,0.332,4.2,96.6,0.0016640000000000003,0.0024960000000000004,bioisostere,27.7,72.0,96.6,30.0,100,64.4,58.4,1461
CHEMBL247424,CHEMBL247424,O=C(Nc1ccc2c(c1)OC(F)(F)O2)c1ccccc1NCc1ccnc(NCCCn2ccnc2)c1,BRAF,escape_route,scout1,101.0,0.0,0.0,0.261,2.74,85.2,0.001996,0.002994,database_search,33.3,71.9,85.2,35.9,80,80.7,58.4,1462
CHEMBL27684,CHEMBL27684,O=C1c2cccc3c2c(cc2ccoc23)C(=O)N1CCNCCCNCCN1C(=O)c2cccc3c2c(cc2ccoc23)C1=O,MAP2K1,sensitive,scout1,44.0,0.0,0.0,0.167,3.19,83.3,0.005891,0.000884,database_search,45.2,76.5,83.3,8.8,80,75.7,58.4,1463
,,C.COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)c(S(N)(=O)=O)c35)[nH]c2c(OC)c1OC,MAP2K1,sensitive,scout2,,528.6,2.61,0.459,4.6,79.2,0.004795000000000001,0.0007192500000000001,bioisostere,36.8,90.0,79.2,7.2,100,60.0,58.4,1464
,,CC1(C)CCC(n2c3cnccc3c3cnc(Oc4ccc(N5CCNCC5)cn4)nc32)CC1,CDK6,sensitive,scout2,,457.6,4.72,0.475,4.2,99.5,0.004875,0.00073125,bioisostere,37.4,72.0,99.5,7.3,100,64.4,58.4,1465
,,CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccoc4)cc3)nc21.CN1CCN(C=O)CC1,PIK3CB,escape_route,scout2,,562.6,2.37,0.336,5.1,76.7,0.0016720000000000003,0.0025080000000000002,bioisostere,27.9,90.0,76.7,30.1,100,54.4,58.4,1466
CHEMBL247591,CHEMBL247591,COCCCNc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,BRAF,escape_route,scout1,156.0,0.0,0.0,0.369,2.56,97.4,0.001807,0.00271,database_search,30.1,67.5,97.4,32.5,80,82.7,58.4,1467
CHEMBL247797,CHEMBL247797,CNC(=O)Nc1ccc(CNc2c(C(=O)Nc3ccc(SC(F)(F)F)cc3)cnn2C)cn1,BRAF,escape_route,scout1,154.0,0.0,0.0,0.381,2.71,97.6,0.001812,0.002719,database_search,30.2,67.7,97.6,32.6,80,81.0,58.4,1468
,,CNc1c(OC)c(OC)cc2cc(C(=O)N3CC(C)C4C3=CC(=O)c3[nH]c(C(=O)OC)cc34)[nH]c12,MAP2K1,sensitive,scout2,,478.5,3.3,0.481,4.4,99.6,0.004905,0.00073575,bioisostere,37.6,72.0,99.6,7.4,100,62.2,58.4,1469
,,CNc1c(OC)cc2cc(C(=O)N3CC(C)C4C3=CC(=O)c3[nH]c(C(=O)OC)cc34)[nH]c2c1OC,MAP2K1,sensitive,scout2,,478.5,3.3,0.481,4.4,99.6,0.004905,0.00073575,bioisostere,37.6,72.0,99.6,7.4,100,62.2,58.4,1470
,,CNc1cc2cc(C(=O)N3CC(C)C4C3=CC(=O)c3[nH]c(C(=O)OC)cc34)[nH]c2c(OC)c1OC,MAP2K1,sensitive,scout2,,478.5,3.3,0.481,4.4,99.6,0.004905,0.00073575,bioisostere,37.6,72.0,99.6,7.4,100,62.2,58.4,1471
,,CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccncc4)cc3)nc21.CN1CCN(C=O)CC1,PIK3CB,escape_route,scout2,,573.7,2.17,0.329,5.2,76.6,0.0016580000000000002,0.002487,bioisostere,27.6,90.0,76.6,29.8,100,53.3,58.3,1472
,,CCn1nnc2c(N3CCOCC3)nc(-c3cc[nH]c3)nc21.CN1CCN(C(=O)c2ccc(NC(N)=O)cc2)CC1,PIK3CB,escape_route,scout2,,561.7,1.64,0.329,5.1,76.6,0.0016580000000000002,0.002487,bioisostere,27.6,90.0,76.6,29.8,100,54.4,58.3,1473
CHEMBL247792,CHEMBL247792,O=C(Nc1ccc2c(c1)OC(F)(F)O2)c1ccccc1NCc1ccnc(NCCc2cnc[nH]2)c1,BRAF,escape_route,scout1,146.0,0.0,0.0,0.269,2.75,95.4,0.001836,0.002753,database_search,30.6,68.3,95.4,33.0,80,80.6,58.3,1474
CHEMBL1084546,CHEMBL1084546,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,CDK4,sensitive,scout1,63.1,0.0,0.0,0.445,2.91,88.9,0.0055,0.000825,database_search,42.2,75.0,88.9,8.2,80,78.8,58.3,1475
,,CC1(F)CCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1,CDK6,sensitive,scout2,,460.6,4.37,0.468,4.2,99.4,0.00484,0.000726,r_group,37.1,72.0,99.4,7.3,100,64.4,58.3,1476
CHEMBL174395,CHEMBL174395,CCC(C(=O)NC(CC(=O)O)C(=O)CNC(C)=O)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,117.0,0.0,0.0,0.3,3.34,76.0,0.002415,0.002415,database_search,32.2,88.3,76.0,24.2,80,74.0,58.3,1477
CHEMBL384404,CHEMBL384404,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(S(=O)(=O)c2ccccc2)s1,KRAS,escape_route,scout1,160.0,0.0,0.0,0.675,3.51,100.0,0.001796,0.002694,database_search,29.9,67.2,100.0,32.3,80,72.1,58.2,1478
,,CNc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)c(C(=O)OC)c35)[nH]c2c(OC)c1OC,MAP2K1,sensitive,scout2,,490.5,3.14,0.469,4.5,99.4,0.004845,0.0007267500000000001,bioisostere,37.1,72.0,99.4,7.3,100,61.1,58.2,1479
CHEMBL384575,CHEMBL384575,CO[C@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,AURKA,resistant,scout1,354.0,0.0,0.0,0.571,3.02,100.0,0.000725,0.003627,database_search,29.0,64.6,100.0,36.3,80,77.6,58.2,1480
,,CNc1c(OC)cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)c(C(=O)OC)c35)[nH]c2c1OC,MAP2K1,sensitive,scout2,,490.5,3.14,0.469,4.5,99.4,0.004845,0.0007267500000000001,bioisostere,37.1,72.0,99.4,7.3,100,61.1,58.2,1481
,,CNc1c(OC)c(OC)cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)c(C(=O)OC)c35)[nH]c12,MAP2K1,sensitive,scout2,,490.5,3.14,0.469,4.5,99.4,0.004845,0.0007267500000000001,bioisostere,37.1,72.0,99.4,7.3,100,61.1,58.2,1482
,,CC1(C#N)CCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1,CDK6,sensitive,scout2,,467.6,4.17,0.46,4.4,99.2,0.0048,0.0007199999999999999,r_group,36.8,72.0,99.2,7.2,100,62.2,58.1,1483
,,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccoc4)nc32)CC1.NC(=O)Nc1ccc(CO)cc1,MTOR,escape_route,scout2,,578.6,3.0,0.319,5.2,76.4,0.001638,0.0024569999999999995,bioisostere,27.3,90.0,76.4,29.5,100,53.3,58.1,1484
,,CN(C)CCOc1ccsc1.O/N=C1\CCc2cc(-c3[nH]cnc3-c3ccncc3)ccc21,BRAF,escape_route,scout2,,461.6,4.95,0.313,4.1,96.3,0.001626,0.0024389999999999998,bioisostere,27.1,72.0,96.3,29.3,100,65.6,58.1,1485
,,FC(F)(F)N=C1CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21,BRAF,escape_route,scout2,,418.4,6.06,0.411,3.9,88.2,0.001822,0.0027329999999999998,r_group,30.4,72.0,88.2,32.8,100,67.8,58.1,1486
,,CN1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1.CNC,CDK6,sensitive,scout2,,473.6,3.82,0.463,4.4,99.3,0.004815000000000001,0.0007222500000000001,bioisostere,36.9,72.0,99.3,7.2,100,62.2,58.1,1487
CHEMBL3698685,CHEMBL3698685,O=C(c1cnc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)s1)N1CCNCC1,CDK6,sensitive,scout1,112.0,0.0,0.0,0.494,2.93,99.9,0.004877,0.000732,database_search,37.4,71.0,99.9,7.3,80,78.6,58.0,1488
CHEMBL205415,CHEMBL205415,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1cncc(/C=C/c2ccncc2)c1,AKT1,escape_route,scout1,278.0,0.0,0.0,0.474,2.89,100.0,0.001556,0.002334,database_search,25.9,72.2,100.0,28.0,80,79.0,58.0,1489
,,CN(C)CCOc1cc[nH]c1.O/N=C1\CCc2cc(-c3[nH]cnc3-c3ccncc3)ccc21,BRAF,escape_route,scout2,,444.5,4.22,0.305,4.1,96.1,0.00161,0.002415,bioisostere,26.8,72.0,96.1,29.0,100,65.6,57.9,1490
,,COC1(C)CCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1,CDK6,sensitive,scout2,,472.6,4.05,0.449,4.4,99.0,0.004745,0.00071175,r_group,36.4,72.0,99.0,7.1,100,62.2,57.9,1491
,,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccncc4)nc32)CC1.NC(=O)Nc1ccc(CO)cc1,MTOR,escape_route,scout2,,589.7,2.8,0.314,5.4,76.3,0.0016280000000000003,0.002442,bioisostere,27.1,90.0,76.3,29.3,100,51.1,57.9,1492
,,N#C[C@H](COc1cncc(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,scout2,,404.5,5.54,0.403,3.9,88.1,0.001806,0.002709,r_group,30.1,72.0,88.1,32.5,100,67.8,57.9,1493
,,S=C1CNCCN1Cc1ccc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)nc1,CDK6,sensitive,scout2,,458.6,3.97,0.435,4.1,98.7,0.004675,0.00070125,bioisostere,35.8,72.0,98.7,7.0,100,65.6,57.8,1494
,,CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4cc[nH]c4)cc3)nc21.CN1CCN(C=O)CC1,PIK3CB,escape_route,scout2,,561.7,2.11,0.301,5.1,76.0,0.0016020000000000001,0.0024029999999999998,bioisostere,26.7,90.0,76.0,28.8,100,54.4,57.8,1495
,,C.NS(=O)(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccncc5)cc4)nc32)CC1,MTOR,escape_route,scout2,,594.7,2.85,0.303,5.2,76.1,0.0016059999999999998,0.0024089999999999997,bioisostere,26.8,90.0,76.1,28.9,100,53.3,57.8,1496
CHEMBL383254,CHEMBL383254,NCC(c1ccccc1)c1cncc(/C=C/c2ccncc2)c1,AKT1,escape_route,scout1,284.0,0.0,0.0,0.781,2.83,100.0,0.001547,0.00232,database_search,25.8,71.6,100.0,27.8,80,79.7,57.8,1497
CHEMBL220343,CHEMBL220343,O=C(NCc1cccnc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,scout1,230.0,0.0,0.0,0.49,2.48,100.0,0.004096,0.000614,database_search,31.4,77.0,100.0,6.1,80,83.6,57.8,1498
CHEMBL27413,CHEMBL27413,CCC1CCN(C)c2cc3c(cc21)c(C(F)(F)F)cc(=O)n3C,AR,sensitive,scout1,216.0,0.0,0.0,0.795,3.28,100.0,0.004164,0.000625,database_search,31.9,78.4,100.0,6.2,80,74.7,57.8,1499
,,C.NS(=O)(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5cccnc5)cc4)nc32)CC1,MTOR,escape_route,scout2,,594.7,2.85,0.303,5.2,76.1,0.0016059999999999998,0.0024089999999999997,bioisostere,26.8,90.0,76.1,28.9,100,53.3,57.8,1500
CHEMBL382914,CHEMBL382914,CCNc1cc(/C=C/c2cncc(OC[C@@H](N)Cc3c[nH]c4ccccc34)c2)ccn1,AKT1,escape_route,scout1,163.0,0.0,0.0,0.376,3.13,97.5,0.001788,0.002682,database_search,29.8,67.0,97.5,32.2,80,76.3,57.8,1501
,,CC1(N)CCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1,CDK6,sensitive,scout2,,457.6,3.36,0.428,4.2,98.6,0.00464,0.000696,r_group,35.6,72.0,98.6,7.0,100,64.4,57.7,1502
,,CN(C)C1(C)CCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1,CDK6,sensitive,scout2,,485.6,3.96,0.439,4.5,98.8,0.004695,0.00070425,r_group,36.0,72.0,98.8,7.0,100,61.1,57.7,1503
CHEMBL424850,CHEMBL424850,COc1cc2c(Nc3ncc(CC(=O)NCCC(C)C)s3)ncnc2cc1OCCCN1CCOCC1,AURKA,resistant,scout1,158.0,0.0,0.0,0.321,2.74,76.4,0.000901,0.004503,database_search,36.0,67.4,76.4,45.0,80,80.7,57.7,1504
,,CO[C@H](COc1cncc(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,scout2,,409.5,5.41,0.39,3.9,87.8,0.0017800000000000001,0.00267,r_group,29.7,72.0,87.8,32.0,100,67.8,57.7,1505
,,CC1(O)CCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1,CDK6,sensitive,scout2,,458.6,3.39,0.428,4.2,98.6,0.00464,0.000696,r_group,35.6,72.0,98.6,7.0,100,64.4,57.7,1506
CHEMBL366506,CHEMBL366506,CCCCCC(=O)NCC(=O)C(CC(=O)O)NC(=O)C(CC)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,34.3,0.0,0.0,0.201,3.4,69.0,0.003081,0.003081,database_search,41.1,77.3,69.0,30.8,80,73.3,57.7,1507
CHEMBL1966204,CHEMBL1966204,O=C(Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12)c1ccc(F)cc1,CDK4,sensitive,scout1,125.89,0.0,0.0,0.451,2.28,99.0,0.00475,0.000713,database_search,36.4,69.9,99.0,7.1,80,85.8,57.6,1508
CHEMBL1766801,CHEMBL1766801,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3nc4ccccc4[nH]3)n2)cc1,ATM,resistant,scout1,380.0,0.0,0.0,0.577,2.31,100.0,0.00071,0.003551,database_search,28.4,62.0,100.0,35.5,80,85.4,57.6,1509
CHEMBL77475,CHEMBL77475,CC(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H](C=O)CC(=O)O)C(C)C,CD274,immune,scout1,120.0,0.0,0.0,0.224,3.74,74.5,0.002401,0.002401,database_search,32.0,88.0,74.5,24.0,80,69.6,57.6,1510
,,CN(C)[C@H](COc1cncc(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,scout2,,422.5,5.33,0.385,4.0,87.7,0.00177,0.002655,r_group,29.5,72.0,87.7,31.9,100,66.7,57.5,1511
,,CNCCN1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,CDK6,sensitive,scout2,,471.6,3.57,0.423,4.4,98.5,0.004615,0.00069225,bioisostere,35.4,72.0,98.5,6.9,100,62.2,57.5,1512
CHEMBL514046,CHEMBL514046,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@]21CCC(=O)O1,KRAS,escape_route,scout1,270.0,0.0,0.0,0.722,4.37,100.0,0.001569,0.002353,database_search,26.1,73.0,100.0,28.2,80,62.6,57.5,1513
CHEMBL132363,CHEMBL132363,CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ncccc1C)Oc1ccc(F)cc1-3,AR,sensitive,scout1,203.0,0.0,0.0,0.496,3.07,94.9,0.004231,0.000635,database_search,32.4,79.7,94.9,6.3,80,77.0,57.4,1514
,,COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3c5c(C(=O)SC)c(C)n3C)[nH]c2c(OC)c1OC,MAP2K1,sensitive,scout2,,521.6,3.84,0.544,4.6,90.9,0.005220000000000001,0.0007830000000000001,bioisostere,40.0,72.0,90.9,7.8,100,60.0,57.4,1515
CHEMBL31400,CHEMBL31400,O=C1c2cccc3cccc(c23)C(=O)N1CCNCCCNCCN1C(=O)c2cccc3cccc(c23)C1=O,MAP2K1,sensitive,scout1,70.0,0.0,0.0,0.246,2.45,84.9,0.005387,0.000808,database_search,41.3,74.4,84.9,8.1,80,83.9,57.4,1516
,,C.COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3c5c(C(N)=O)c(C)n3C)[nH]c2c(OC)c1OC,MAP2K1,sensitive,scout2,,506.6,3.07,0.547,4.6,90.9,0.005235000000000001,0.0007852500000000001,bioisostere,40.1,72.0,90.9,7.9,100,60.0,57.4,1517
,,CC1(Cl)CCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1,CDK6,sensitive,scout2,,477.0,4.64,0.415,4.2,98.3,0.004575,0.00068625,r_group,35.1,72.0,98.3,6.9,100,64.4,57.4,1518
CHEMBL541133,CHEMBL541133,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)c1nc(-c2cnc3ccc(Cl)cn23)cs1.Cl,PIK3CB,escape_route,scout1,170.0,0.0,0.0,0.319,2.95,96.4,0.00177,0.002654,database_search,29.5,66.4,96.4,31.8,80,78.3,57.4,1519
,,O=C(O)[C@H](COc1cncc(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,scout2,,423.5,5.1,0.38,4.0,87.6,0.0017600000000000003,0.00264,r_group,29.3,72.0,87.6,31.7,100,66.7,57.4,1520
,,CNC(=O)Nc1ccsc1.c1cncc(CN2CCC(n3ncc4c(N5CCOCC5)ncnc43)CC2)c1,MTOR,escape_route,scout2,,535.7,3.39,0.4,4.8,88.0,0.0018000000000000004,0.0027,bioisostere,30.0,72.0,88.0,32.4,100,57.8,57.3,1521
,,COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)c(C(=O)SC)c35)[nH]c2c(OC)c1OC,MAP2K1,sensitive,scout2,,507.6,3.83,0.54,4.5,90.8,0.005200000000000001,0.0007800000000000001,bioisostere,39.9,72.0,90.8,7.8,100,61.1,57.3,1522
CHEMBL98350,CHEMBL98350,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,PIK3CB,escape_route,scout1,306.0,0.0,0.0,0.728,2.19,100.0,0.001514,0.002271,database_search,25.2,69.4,100.0,27.3,80,86.8,57.3,1523
,,N[C@H](CSc1cncc(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,scout2,,410.5,5.44,0.366,3.8,87.3,0.001732,0.0025979999999999996,bioisostere,28.9,72.0,87.3,31.2,100,68.9,57.2,1524
,,CNC1(C)CCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1,CDK6,sensitive,scout2,,471.6,3.62,0.406,4.4,98.1,0.00453,0.0006795,r_group,34.7,72.0,98.1,6.8,100,62.2,57.2,1525
CHEMBL467394,CHEMBL467394,CC1(C)CC(=O)c2sc(N3CCOc4ccc(-c5cn[nH]c5)cc43)nc2C1,PIK3CB,escape_route,scout1,298.0,0.0,0.0,0.721,3.0,100.0,0.001526,0.002289,database_search,25.4,70.2,100.0,27.5,80,77.8,57.2,1526
,,CSCCN1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,CDK6,sensitive,scout2,,488.7,4.72,0.401,4.4,98.0,0.004505,0.00067575,bioisostere,34.5,72.0,98.0,6.8,100,62.2,57.1,1527
CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CDK4,sensitive,scout1,100.0,0.0,0.0,0.406,4.95,98.1,0.005,0.00075,database_search,38.3,72.0,98.1,7.5,80,56.1,57.1,1528
CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CDK4,sensitive,scout1,100.0,0.0,0.0,0.406,4.95,98.1,0.005,0.00075,database_search,38.3,72.0,98.1,7.5,80,56.1,57.1,1529
CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CDK4,sensitive,scout1,100.0,0.0,0.0,0.406,4.95,98.1,0.005,0.00075,database_search,38.3,72.0,98.1,7.5,80,56.1,57.1,1530
CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CDK4,sensitive,scout1,100.0,0.0,0.0,0.406,4.95,98.1,0.005,0.00075,database_search,38.3,72.0,98.1,7.5,80,56.1,57.1,1531
CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CDK4,sensitive,scout1,100.0,0.0,0.0,0.406,4.95,98.1,0.005,0.00075,database_search,38.3,72.0,98.1,7.5,80,56.1,57.1,1532
CHEMBL551440,CHEMBL551440,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,PIK3CB,escape_route,scout1,141.0,0.0,0.0,0.393,2.72,87.9,0.001851,0.002776,database_search,30.8,68.7,87.9,33.3,80,80.9,57.1,1533
CHEMBL5219159,CHEMBL5219159,Cn1cc(Cc2cccc(Cl)c2)c(-c2cc(Cl)nc(N)n2)n1,EZH2,resistant,scout1,389.0,0.0,0.0,0.746,2.62,100.0,0.000705,0.003525,database_search,28.2,61.1,100.0,35.2,80,82.0,57.1,1534
CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CDK4,sensitive,scout1,100.0,0.0,0.0,0.406,4.95,98.1,0.005,0.00075,database_search,38.3,72.0,98.1,7.5,80,56.1,57.1,1535
CHEMBL551440,CHEMBL551440,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,PIK3CB,escape_route,scout1,141.0,0.0,0.0,0.393,2.72,87.9,0.001851,0.002776,database_search,30.8,68.7,87.9,33.3,80,80.9,57.1,1536
CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CDK4,sensitive,scout1,100.0,0.0,0.0,0.406,4.95,98.1,0.005,0.00075,database_search,38.3,72.0,98.1,7.5,80,56.1,57.1,1537
CHEMBL439514,CHEMBL439514,CC(C)NC(=O)N1Cc2n[nH]c(NC(=O)c3ccc4c(c3)OCO4)c2C1,AURKA,resistant,scout1,390.0,0.0,0.0,0.776,2.8,100.0,0.000704,0.003522,database_search,28.2,61.0,100.0,35.2,80,80.0,57.0,1538
CHEMBL4874288,CHEMBL4874288,Cn1cc(Cc2cccc(F)c2)c(-c2cc(Cl)nc(N)n2)n1,EZH2,resistant,scout1,392.0,0.0,0.0,0.754,2.63,100.0,0.000703,0.003517,database_search,28.1,60.8,100.0,35.2,80,81.9,57.0,1539
,,COCCN1CCN(c2ccc(Oc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,CDK6,sensitive,scout2,,473.6,4.05,0.398,4.4,98.0,0.00449,0.0006734999999999999,bioisostere,34.4,72.0,98.0,6.7,100,62.2,57.0,1540
,,CN[C@@H]1C[C@@H]2S[C@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AKT1,escape_route,scout2,,482.6,5.07,0.369,4.4,87.4,0.001738,0.002607,bioisostere,29.0,72.0,87.4,31.3,100,62.2,57.0,1541
,,CN[C@@H]1C[C@H]2O[C@@](C)([C@H]1SC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,AKT1,escape_route,scout2,,482.6,5.07,0.369,4.4,87.4,0.001738,0.002607,bioisostere,29.0,72.0,87.4,31.3,100,62.2,57.0,1542
CHEMBL385543,CHEMBL385543,COc1ccccc1[C@H]1CC(=O)N(C)[C@H]1[C@H](O)c1ccc(S(=O)(=O)c2ccc(Cl)cc2)s1,KRAS,escape_route,scout1,190.0,0.0,0.0,0.556,3.62,100.0,0.001721,0.002582,database_search,28.7,64.8,100.0,31.0,80,70.9,57.0,1543
CHEMBL247434,CHEMBL247434,CNC(=O)c1cc(CNc2ncsc2C(=O)Nc2ccc3c(c2)OC(F)(F)C(F)(F)O3)ccn1,BRAF,escape_route,scout1,192.0,0.0,0.0,0.445,3.12,98.9,0.001717,0.002575,database_search,28.6,64.6,98.9,30.9,80,76.4,57.0,1544
,,Cl[C@H](COc1cncc(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,scout2,,413.9,6.01,0.347,3.8,86.9,0.0016940000000000002,0.002541,r_group,28.2,72.0,86.9,30.5,100,68.9,56.9,1545
,,CC1(C(N)=O)CCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1,CDK6,sensitive,scout2,,485.6,3.13,0.394,4.5,97.9,0.00447,0.0006705,r_group,34.3,72.0,97.9,6.7,100,61.1,56.9,1546
CHEMBL212754,CHEMBL212754,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2cccnc2)s1,KRAS,escape_route,scout1,300.0,0.0,0.0,0.765,3.51,100.0,0.001523,0.002284,database_search,25.4,70.0,100.0,27.4,80,72.1,56.8,1547
