smiles,target_gene,generation_method,qed,sa_score,mw,predicted_ic50_nM,binding_energy_kcal,best_similarity,mean_similarity,confidence,n_references
O=C1OCCc2c(-c3ccc[nH]3)[nH]c3cccc1c23,PARP1,bioisostere,0.654,2.4,252.3,7.61,-10.48,0.615,0.309,0.922,10
O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1C1CC1,CDK4,r_group,0.633,3.4,387.9,7.66,-10.48,0.469,0.235,0.704,10
COc1nc(N)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,CDK4,r_group,0.534,3.0,344.4,7.66,-10.48,0.519,0.268,0.779,10
CN(C)c1nc(N)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,CDK4,r_group,0.528,3.1,357.4,7.72,-10.48,0.436,0.257,0.654,10
Cc1nc(N)sc1-c1ccnc(Oc2cccc([N+](=O)[O-])c2)n1,CDK4,bioisostere,0.577,2.9,329.3,7.79,-10.47,0.471,0.278,0.706,10
COc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,CDK4,r_group,0.635,3.2,377.8,7.82,-10.47,0.416,0.217,0.624,10
CN(C)c1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,CDK4,r_group,0.624,3.4,390.9,7.82,-10.47,0.44,0.237,0.659,10
CC(C)c1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,CDK4,r_group,0.631,3.4,389.9,7.89,-10.46,0.427,0.248,0.64,10
O=C(NC1CCOCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,CDK4,bioisostere,0.757,3.1,383.2,7.9,-10.46,0.495,0.267,0.742,10
O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(F)cccc1Cl,CDK4,r_group,0.665,3.1,365.8,7.91,-10.46,0.44,0.247,0.661,10
Nc1nc(C2CC2)c(-c2ccnc(Nc3cccc([N+](=O)[O-])c3)n2)s1,CDK4,r_group,0.529,3.1,354.4,7.92,-10.46,0.498,0.291,0.747,10
Cc1nc(N)sc1-c1ccnc(Nc2cccc([N+]([O-])=S)c2)n1,CDK4,bioisostere,0.553,2.9,344.4,7.95,-10.46,0.563,0.313,0.844,10
Cc1nc(N)sc1-c1ccnc(Nc2ccsc2)n1.O=[N+][O-],CDK4,bioisostere,0.555,2.8,335.4,7.97,-10.46,0.477,0.29,0.715,10
N#Cc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,CDK4,r_group,0.65,3.2,372.8,7.99,-10.46,0.427,0.244,0.641,10
O=C(Nc1c[nH]nc1C(=S)NC1CCNCC1)c1c(Cl)cccc1Cl,CDK4,bioisostere,0.596,3.1,398.3,8.0,-10.45,0.454,0.253,0.681,10
Nc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,CDK4,r_group,0.525,3.1,362.8,8.03,-10.45,0.466,0.242,0.699,10
Cc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,CDK4,r_group,0.67,3.1,361.8,8.05,-10.45,0.496,0.255,0.744,10
NC(=O)c1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,CDK4,r_group,0.515,3.4,390.8,8.1,-10.45,0.474,0.235,0.711,10
Nc1nc(C(F)(F)F)c(-c2ccnc(Nc3cccc([N+](=O)[O-])c3)n2)s1,CDK4,r_group,0.519,3.2,382.3,8.1,-10.45,0.544,0.302,0.815,10
O=C(O)c1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,CDK4,r_group,0.524,3.4,391.8,8.1,-10.45,0.479,0.27,0.719,10
CC(C)c1nc(N)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,CDK4,r_group,0.524,3.1,356.4,8.18,-10.44,0.466,0.291,0.699,10
CNc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,CDK4,r_group,0.546,3.2,376.8,8.23,-10.44,0.435,0.266,0.653,10
N#Cc1nc(N)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,CDK4,r_group,0.545,3.0,339.3,8.25,-10.44,0.503,0.306,0.755,10
CCc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,CDK4,r_group,0.644,3.2,375.9,8.26,-10.44,0.432,0.26,0.648,10
CNc1nc(C)c(-c2ccnc(Nc3cc(OC)c(OC)c(SC)c3)n2)s1,CDK4,bioisostere,0.561,3.4,403.5,8.27,-10.43,0.547,0.299,0.821,10
O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1C(F)(F)F,CDK4,r_group,0.617,3.5,415.8,8.28,-10.43,0.433,0.244,0.65,10
Nc1nc(Cl)c(-c2ccnc(Nc3cccc([N+](=O)[O-])c3)n2)s1,CDK4,r_group,0.546,2.9,348.8,8.29,-10.43,0.508,0.337,0.762,10
Cc1nc(N)sc1-c1ccnc(Nc2ccoc2)n1.O=[N+][O-],CDK4,bioisostere,0.553,2.8,319.3,8.36,-10.43,0.461,0.305,0.692,10
Cc1nc(N)sc1-c1ccnc(Nc2ccncc2)n1.O=[N+][O-],CDK4,bioisostere,0.549,2.9,330.4,8.4,-10.43,0.436,0.305,0.654,10
Cl.Cl.O=C(Nc1c[nH]nc1C(=O)NC1CCNCC1)c1ccoc1,CDK4,bioisostere,0.647,3.0,376.2,8.44,-10.42,0.412,0.27,0.619,10
CNc1nc(C)c(-c2ccnc(Nc3cc(OC)c(NC)c(OC)c3)n2)s1,CDK4,bioisostere,0.565,3.4,386.5,8.45,-10.42,0.542,0.324,0.813,10
Nc1nc(F)c(-c2ccnc(Nc3cccc([N+](=O)[O-])c3)n2)s1,CDK4,r_group,0.556,2.9,332.3,8.49,-10.42,0.496,0.315,0.744,10
CNc1nc(C)c(-c2ccnc(Nc3cc(NC)c(OC)c(OC)c3)n2)s1,CDK4,bioisostere,0.565,3.4,386.5,8.51,-10.42,0.619,0.342,0.928,10
CC(=O)O[C@@H]1C[C@]2(C)C(=O)CC[C@H]2C2=C1[C@@]1(C)[CH]OC(=O)c3coc(c31)C2=O.CNC,PIK3CB,bioisostere,0.679,3.9,428.5,10.7,-10.28,0.448,0.248,0.671,10
CNC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,PIK3CB,bioisostere,0.73,3.9,427.5,10.72,-10.28,0.595,0.264,0.892,10
COC[CH][C@]1(C)C2=C(C(=O)c3occ(C(N)=O)c31)[C@@H]1CCC(=O)[C@@]1(C)C[C@H]2OC(C)=O,PIK3CB,bioisostere,0.713,3.9,428.5,11.02,-10.26,0.407,0.214,0.61,10
COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[CH]1.CS(N)(=O)=O,PIK3CB,bioisostere,0.652,4.0,464.5,11.06,-10.26,0.419,0.236,0.629,10
CC(N)=O.COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[CH]1,PIK3CB,bioisostere,0.716,3.9,428.5,11.16,-10.26,0.47,0.234,0.705,10
CNC(=O)c1coc2c1[C](C)C1=C(C2=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O.COC,PIK3CB,bioisostere,0.718,3.9,430.5,11.17,-10.26,0.404,0.247,0.606,10
Cc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1.Cl,PIK3CA,r_group,0.704,2.9,347.9,14.52,-10.1,0.595,0.276,0.892,10
Cl.Nc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,PIK3CA,r_group,0.72,2.9,348.9,14.57,-10.1,0.641,0.29,0.962,10
Cl.Clc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,PIK3CA,r_group,0.677,2.9,368.3,14.72,-10.09,0.605,0.279,0.908,10
Cl.O=C(O)c1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,PIK3CA,r_group,0.754,3.1,377.9,15.05,-10.08,0.577,0.272,0.866,10
Cl.Fc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,PIK3CA,r_group,0.704,2.9,351.8,15.05,-10.08,0.523,0.286,0.784,10
CC(C)c1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1.Cl,PIK3CA,r_group,0.662,3.1,375.9,15.66,-10.06,0.469,0.265,0.704,10
Cl.Oc1cccc(-c2nc(N3CCSCC3)c3sccc3n2)c1,PIK3CA,bioisostere,0.742,2.9,365.9,15.86,-10.05,0.514,0.293,0.771,10
Cl.Fc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,r_group,0.521,3.4,386.8,16.0,-10.04,0.653,0.311,0.979,10
Cl.NS(=O)(=O)c1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,PIK3CA,r_group,0.708,3.2,412.9,16.27,-10.03,0.548,0.285,0.822,10
Cl.N#Cc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,PIK3CA,r_group,0.701,3.0,358.9,16.27,-10.03,0.569,0.281,0.854,10
Cc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1.Cl,PIK3CA,r_group,0.522,3.4,382.9,16.34,-10.03,0.698,0.343,1.0,10
Cl.Sc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,PIK3CA,bioisostere,0.699,2.9,365.9,16.59,-10.02,0.553,0.28,0.829,10
Cl.Oc1cc[nH]c1.c1nc(N2CCOCC2)c2sccc2n1,PIK3CA,bioisostere,0.712,2.8,340.8,16.7,-10.02,0.418,0.241,0.627,10
Cl.NC(=O)c1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,PIK3CA,r_group,0.76,3.1,376.9,16.72,-10.02,0.494,0.302,0.74,10
Cl.Oc1cccc(-c2nc(N3CCSCC3)c3oc4ncccc4c3n2)c1,PIK3CA,bioisostere,0.542,3.4,400.9,16.76,-10.02,0.674,0.339,1.0,10
Cl.c1cc(-c2nc(N3CCOCC3)c3sccc3n2)cc(C2CC2)c1,PIK3CA,r_group,0.677,3.1,373.9,16.9,-10.01,0.52,0.279,0.779,10
Cl.FC(F)(F)c1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,PIK3CA,r_group,0.627,3.2,401.8,16.91,-10.01,0.55,0.29,0.825,10
CN(C)c1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1.Cl,PIK3CA,r_group,0.697,3.1,376.9,17.15,-10.0,0.444,0.263,0.665,10
Cl.Oc1ccoc1.c1nc(N2CCOCC2)c2sccc2n1,PIK3CA,bioisostere,0.733,2.8,341.8,17.27,-10.0,0.413,0.245,0.619,10
CNCCN(C)c1nc(-c2cccc(O)c2)nc2c1oc1ncccc12.Cl,PIK3CA,bioisostere,0.545,3.4,385.9,17.33,-10.0,0.419,0.257,0.628,10
Cl.N#Cc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,r_group,0.514,3.5,393.8,17.57,-9.99,0.628,0.331,0.943,10
Cl.Nc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,r_group,0.531,3.4,383.8,17.61,-9.99,0.639,0.345,0.958,10
CN(C)c1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1.Cl,PIK3CA,r_group,0.508,3.6,411.9,17.74,-9.98,0.644,0.351,0.966,10
CNc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1.Cl,PIK3CA,r_group,0.564,3.5,397.9,18.08,-9.97,0.64,0.349,0.959,10
CNc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1.Cl,PIK3CA,r_group,0.77,3.0,362.9,18.13,-9.97,0.487,0.302,0.73,10
Cl.Oc1ccncc1.c1nc(N2CCOCC2)c2sccc2n1,PIK3CA,bioisostere,0.726,2.9,352.8,18.13,-9.97,0.418,0.259,0.627,10
Cl.Oc1cc[nH]c1.c1cnc2oc3c(N4CCOCC4)ncnc3c2c1,PIK3CA,bioisostere,0.527,3.2,375.8,18.36,-9.96,0.421,0.29,0.631,10
Cl.Oc1ccoc1.c1cnc2oc3c(N4CCOCC4)ncnc3c2c1,PIK3CA,bioisostere,0.541,3.2,376.8,18.63,-9.95,0.443,0.292,0.665,10
CCc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1.Cl,PIK3CA,r_group,0.701,3.0,361.9,18.68,-9.95,0.513,0.281,0.77,10
COc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1.Cl,PIK3CA,r_group,0.711,3.0,363.9,18.82,-9.95,0.474,0.302,0.712,10
Cl.Oc1ccncc1.c1cnc2oc3c(N4CCOCC4)ncnc3c2c1,PIK3CA,bioisostere,0.532,3.4,387.8,19.01,-9.94,0.465,0.298,0.697,10
Cl.Sc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,bioisostere,0.513,3.4,400.9,19.33,-9.93,0.6,0.341,0.899,10
Cl.NS(=O)(=O)c1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,r_group,0.507,3.8,447.9,19.88,-9.91,0.588,0.341,0.882,10
Cl.NC(=O)c1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,r_group,0.552,3.6,411.8,20.24,-9.9,0.656,0.35,0.984,10
CCc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1.Cl,PIK3CA,r_group,0.515,3.5,396.9,20.36,-9.9,0.604,0.348,0.906,10
Cl.O=C(O)c1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,r_group,0.546,3.6,412.8,20.78,-9.89,0.632,0.347,0.948,10
O=C1CCCN1c1ccc(S(=O)(=O)N2CCCc3cc(OO)ccc32)cc1,MDM2,r_group,0.643,3.4,388.4,40.34,-9.5,0.644,0.408,0.966,10
COc1ccc2c(c1)N(N)CCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.782,3.5,402.5,40.74,-9.49,0.566,0.404,0.849,10
COc1ccc2c(c1)N(OC)CCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.743,3.6,417.5,41.06,-9.49,0.644,0.408,0.966,10
CNOc1ccc2c(c1)N(C)CCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.751,3.6,416.5,41.57,-9.48,0.554,0.392,0.831,10
CNN1CCN(S(=O)(=O)c2ccc(N3CCCC3=O)cc2)c2ccc(OC)cc21,MDM2,r_group,0.803,3.6,416.5,41.72,-9.48,0.568,0.4,0.852,10
CC(C)Oc1ccc2c(c1)N(C)CCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.73,3.8,429.5,42.13,-9.47,0.484,0.367,0.726,10
COc1ccc2c(c1)N(N(C)C)CCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.725,3.8,430.5,42.34,-9.47,0.457,0.341,0.686,10
NOc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.812,3.4,387.5,42.53,-9.46,0.561,0.413,0.842,10
O=C1CCCN1c1ccc(S(=O)(=O)N2CCCc3cc(OF)ccc32)cc1,MDM2,r_group,0.804,3.4,390.4,43.16,-9.46,0.576,0.41,0.864,10
CN(C)Oc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.703,3.6,415.5,43.62,-9.45,0.554,0.398,0.831,10
CN1CCN(S(=O)(=O)c2ccc(N3CCCC3=O)cc2)c2ccc(ON)cc21,MDM2,r_group,0.782,3.5,402.5,43.63,-9.45,0.529,0.385,0.794,10
N#COc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.74,3.5,397.5,44.12,-9.44,0.474,0.362,0.711,10
O=C1CCCN1c1ccc(S(=O)(=O)N2CCCc3cc(F)ccc32)cc1,MDM2,r_group,0.83,3.2,374.4,44.21,-9.44,0.504,0.383,0.756,10
N#Cc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.819,3.4,381.5,44.57,-9.44,0.492,0.372,0.739,10
O=C(O)Oc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.607,3.6,416.5,44.59,-9.44,0.54,0.401,0.81,10
CC(C)c1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.78,3.5,398.5,44.7,-9.43,0.537,0.402,0.805,10
COc1ccc2c(c1)N(C1CC1)CCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.734,3.8,427.5,44.78,-9.43,0.5,0.377,0.749,10
COc1ccc2c(c1)N(C(C)C)CCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.73,3.8,429.5,45.04,-9.43,0.547,0.375,0.82,10
CCOc1ccc2c(c1)N(C)CCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.751,3.6,415.5,45.14,-9.43,0.549,0.399,0.823,10
CNOc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.779,3.5,401.5,45.42,-9.43,0.502,0.392,0.753,10
CN(C)Oc1ccc2c(c1)N(C)CCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.678,3.8,430.5,45.56,-9.42,0.543,0.389,0.814,10
CC(C)Oc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.748,3.6,414.5,45.59,-9.42,0.515,0.383,0.773,10
COOc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.568,3.5,402.5,45.97,-9.42,0.554,0.415,0.831,10
COc1ccc2c(c1)N(C)CCN2S(=O)(=O)c1cc[nH]c1.O=C1CCCN1,MDM2,bioisostere,0.827,3.4,392.5,45.98,-9.42,0.421,0.323,0.632,10
COc1ccc2c(c1)N(C)CCN2S(=O)(=O)c1ccoc1.O=C1CCCN1,MDM2,bioisostere,0.855,3.4,393.5,46.05,-9.42,0.449,0.33,0.674,10
O=C1CCCN1c1ccc(S(=O)(=O)N2CCCc3cc(OCl)ccc32)cc1,MDM2,r_group,0.779,3.4,406.9,46.17,-9.42,0.571,0.411,0.856,10
NC(=O)c1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.85,3.5,399.5,46.24,-9.41,0.52,0.389,0.78,10
COc1ccc2c(c1)CCCN2S(=O)(=O)c1ccsc1.O=C1CCCN1,MDM2,bioisostere,0.869,3.2,394.5,46.24,-9.41,0.429,0.33,0.644,10
O=C1CCCN1c1ccc(S(=O)(=O)N2CCCc3cc(C4CC4)ccc32)cc1,MDM2,r_group,0.789,3.5,396.5,46.4,-9.41,0.464,0.344,0.696,10
Nc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.841,3.2,371.5,46.55,-9.41,0.461,0.325,0.691,10
O=C1CCCN1c1ccc(S(=O)(=O)NCCCc2ccsc2)cc1,MDM2,bioisostere,0.768,3.0,364.5,46.74,-9.41,0.414,0.305,0.621,10
COOc1ccc2c(c1)N(C)CCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.549,3.6,417.5,46.83,-9.41,0.516,0.387,0.774,10
CN1CCN(S(=O)(=O)c2ccc(N3CCCC3=O)cc2)c2ccc(OC(F)(F)F)cc21,MDM2,r_group,0.707,3.9,455.5,47.19,-9.4,0.532,0.375,0.798,10
CN1CCN(S(=O)(=O)c2ccc(N3CCCC3=O)cc2)c2ccc(OC3CC3)cc21,MDM2,r_group,0.734,3.8,427.5,47.31,-9.4,0.509,0.364,0.763,10
NC(=O)Oc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.825,3.6,415.5,47.69,-9.4,0.46,0.344,0.691,10
O=C1CCCN1c1ccc(S(=O)(=O)NCCCc2ccncc2)cc1,MDM2,bioisostere,0.768,3.1,359.5,48.66,-9.38,0.425,0.302,0.637,10
Cc1ccc2c(c1)CCCN2S(=O)(=O)c1ccncc1.O=C1CCCN1,MDM2,bioisostere,0.877,3.2,373.5,48.71,-9.38,0.436,0.358,0.655,10
NS(=O)(=O)Oc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.735,3.8,451.5,48.77,-9.38,0.458,0.339,0.687,10
Cc1ccc2c(c1)CCCN2S(=O)(=O)c1cc[nH]c1.O=C1CCCN1,MDM2,bioisostere,0.861,3.1,361.5,49.19,-9.38,0.405,0.344,0.607,10
COc1ccc2c(c1)CCCN2S(=O)(=O)c1cc[nH]c1.O=C1CCCN1,MDM2,bioisostere,0.856,3.2,377.5,49.45,-9.38,0.435,0.337,0.652,10
CNc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.878,3.4,385.5,49.5,-9.37,0.482,0.374,0.722,10
CNCCNS(=O)(=O)c1ccc(N2CCCC2=O)cc1.COc1cc[nH]c1,MDM2,bioisostere,0.615,3.4,394.5,49.76,-9.37,0.445,0.353,0.667,10
CCN1CCN(S(=O)(=O)c2ccc(N3CCCC3=O)cc2)c2ccc(OC)cc21,MDM2,r_group,0.751,3.6,415.5,49.91,-9.37,0.508,0.393,0.762,10
O=C(O)c1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.851,3.5,400.5,49.99,-9.37,0.495,0.405,0.743,10
COc1ccc2c(c1)CCCN2S(=O)(=O)c1ccncc1.O=C1CCCN1,MDM2,bioisostere,0.869,3.4,389.5,50.04,-9.37,0.435,0.34,0.653,10
COc1ccc2c(c1)N(C(F)(F)F)CCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.662,3.9,455.5,50.64,-9.36,0.513,0.374,0.769,10
O=C1CCCN1c1ccc(S(=O)(=O)N2CCCc3cc(OC(F)(F)F)ccc32)cc1,MDM2,r_group,0.724,3.8,440.4,50.76,-9.36,0.483,0.382,0.725,10
CNCCNS(=O)(=O)c1ccc(N2CCCC2=O)cc1.COc1ccsc1,MDM2,bioisostere,0.681,3.4,411.5,50.77,-9.36,0.414,0.331,0.621,10
O=C1CCCN1c1ccc(S(=O)(=O)N2CCCc3cc(O)ccc32)cc1,MDM2,r_group,0.898,3.2,372.4,50.79,-9.36,0.483,0.417,0.724,10
O=C1CCCN1c1ccc(S(=O)(=O)N2CCCc3cc(Cl)ccc32)cc1,MDM2,r_group,0.804,3.2,390.9,50.86,-9.36,0.508,0.416,0.762,10
NS(=O)(=O)c1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.783,3.6,435.5,50.88,-9.36,0.464,0.363,0.696,10
COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(=O)(=O)C(C)C)CC2)nc1N,ATR,r_group,0.591,4.0,469.5,51.58,-9.35,0.574,0.257,0.861,10
O=C1CCCN1c1ccc(S(=O)(=O)N2CCCc3cc(C(F)(F)F)ccc32)cc1,MDM2,r_group,0.749,3.6,424.4,51.6,-9.35,0.526,0.401,0.789,10
CCOc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.772,3.5,400.5,51.76,-9.35,0.466,0.371,0.698,10
CNS(=O)(=O)N1CCC(Nc2ncc(C(=O)c3c(OC)ccc(F)c3F)c(N)n2)CC1,ATR,r_group,0.523,3.9,456.5,51.84,-9.35,0.567,0.261,0.85,10
CCc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,r_group,0.81,3.4,384.5,52.1,-9.34,0.471,0.401,0.707,10
CN1CCN(S(=O)(=O)c2cc[nH]c2)c2ccccc21.O=C1CCCN1,MDM2,bioisostere,0.849,3.1,362.5,52.48,-9.34,0.435,0.316,0.653,10
O=C1CCCN1c1ccc(S(=O)(=O)N2CCCc3cc(OC4CC4)ccc32)cc1,MDM2,r_group,0.754,3.6,412.5,52.79,-9.34,0.472,0.366,0.707,10
Cc1ccc2c(c1)CCCN2S(=O)(=O)c1ccsc1.O=C1CCCN1,MDM2,bioisostere,0.873,3.1,378.5,52.86,-9.34,0.404,0.315,0.606,10
COc1ccc2c(c1)CCCN2S(=O)(=O)c1ccoc1.O=C1CCCN1,MDM2,bioisostere,0.885,3.2,378.5,52.87,-9.34,0.406,0.329,0.609,10
CNCCN(c1ccsc1)S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,bioisostere,0.801,3.1,379.5,53.08,-9.33,0.42,0.338,0.63,10
Cc1ccc2c(c1)CCCN2S(=O)(=O)c1ccoc1.O=C1CCCN1,MDM2,bioisostere,0.891,3.1,362.5,53.14,-9.33,0.41,0.315,0.615,10
COc1ccc(F)c(Cl)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,ATR,bioisostere,0.63,3.8,457.9,53.79,-9.33,0.53,0.252,0.794,10
CN1CCN(S(=O)(=O)c2ccncc2)c2ccccc21.O=C1CCCN1,MDM2,bioisostere,0.864,3.2,374.5,53.97,-9.32,0.445,0.347,0.668,10
CCCNS(=O)(=O)c1ccc(N2CCCC2=O)cc1.Cc1ccoc1,MDM2,bioisostere,0.884,3.1,364.5,54.32,-9.32,0.44,0.346,0.66,10
CS(=O)(=O)N1CCC(Nc2ncc(C(=O)c3c(OC4CC4)ccc(F)c3F)c(N)n2)CC1,ATR,r_group,0.592,4.0,467.5,54.44,-9.32,0.527,0.218,0.79,10
N#CN1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(-c2cccnc2)s1,KRAS,r_group,0.683,3.5,393.4,54.55,-9.32,0.617,0.392,0.925,10
CON1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(-c2cccnc2)s1,KRAS,r_group,0.707,3.5,398.5,54.8,-9.31,0.595,0.42,0.893,10
CCCNS(=O)(=O)c1ccc(N2CCCC2=O)cc1.COc1cc[nH]c1,MDM2,bioisostere,0.807,3.2,379.5,54.88,-9.31,0.433,0.342,0.649,10
COc1ccc(Cl)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,ATR,bioisostere,0.63,3.8,457.9,54.89,-9.31,0.549,0.261,0.824,10
CCCNS(=O)(=O)c1ccc(N2CCCC2=O)cc1.Cc1cc[nH]c1,MDM2,bioisostere,0.857,3.1,363.5,54.98,-9.31,0.43,0.346,0.646,10
COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(N)(=O)=O)CC2)nc1N,ATR,r_group,0.551,3.8,442.4,55.01,-9.31,0.577,0.247,0.866,10
COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(=O)(=O)C3CC3)CC2)nc1N,ATR,r_group,0.592,4.0,467.5,55.04,-9.31,0.489,0.236,0.733,10
