chembl_id,name,smiles,target_gene,activity_type,activity_nM,mw,logp,lipinski_violations,is_approved,is_clinical,n_net_targets,net_targets,population_target,est_emax_s,est_emax_r
CHEMBL201263,CHEMBL201263,COc1cc2c(Nc3ncc(CNC(=O)c4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1,AURKA,IC50,111.0,580.69,4.38,1,False,False,1,AURKA,resistant,0.000977,0.004887
CHEMBL3698685,CHEMBL3698685,O=C(c1cnc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)s1)N1CCNCC1,CDK6,IC50,112.0,448.56,3.34,0,False,False,1,CDK6,sensitive,0.004877,0.000732
CHEMBL383670,CHEMBL383670,COc1cc(CN(C)CCN(C)C)ccc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,IC50,112.0,383.46,1.99,0,False,False,1,CHEK1,resistant,0.000975,0.004877
CHEMBL5219193,CHEMBL5219193,Nc1nc(Cl)cc(-c2nn3ccccc3c2Cc2ccccc2)n1,EZH2,IC50,112.0,335.8,3.62,0,False,False,1,EZH2,resistant,0.000975,0.004877
CHEMBL174395,CHEMBL174395,CCC(C(=O)NC(CC(=O)O)C(=O)CNC(C)=O)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,Ki,117.0,520.54,1.87,1,False,False,1,CD274,immune,0.002415,0.002415
CHEMBL452602,CHEMBL452602,C[C@@H]1CNC[C@H](C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)C1,CDK4,IC50,120.0,394.57,3.91,0,False,False,1,CDK4,sensitive,0.004802,0.00072
CHEMBL428496,WORTMANNIN,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,PIK3CA,Ki,120.0,428.44,2.54,0,False,False,3,PIK3CA;PIK3CB;MTOR,escape_route,0.001921,0.002881
CHEMBL1766804,CHEMBL1766804,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3cc4ccccc4[nH]3)n2)cc1,ATM,IC50,120.0,364.43,3.28,0,False,False,1,ATM,resistant,0.00096,0.004802
CHEMBL373252,CHEMBL373252,COc1cc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)cc2C)ccc1O,CHEK1,IC50,120.0,360.41,4.51,0,False,False,1,CHEK1,resistant,0.00096,0.004802
CHEMBL383928,CHEMBL383928,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccccc2F)s1,KRAS,IC50,120.0,381.47,4.6,0,False,False,1,KRAS,escape_route,0.001921,0.002881
CHEMBL215923,CHEMBL215923,COc1ccccc1[C@H]1CC(=O)N(C)[C@H]1[C@H](O)c1ccc(-c2ccc(F)cc2)s1,KRAS,IC50,120.0,411.5,4.61,0,False,False,1,KRAS,escape_route,0.001921,0.002881
CHEMBL77475,CHEMBL77475,CC(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H](C=O)CC(=O)O)C(C)C,CD274,Ki,120.0,506.56,-0.41,1,False,False,1,CD274,immune,0.002401,0.002401
CHEMBL381075,CHEMBL381075,Nc1cc(/C=C/c2cncc(OC[C@@H](N)Cc3c[nH]c4ccccc34)c2)ccn1,AKT1,IC50,121.0,385.47,3.66,0,False,False,1,AKT1,escape_route,0.001917,0.002876
CHEMBL247798,CHEMBL247798,CCNC(=O)Nc1ccc(CNc2ncsc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)cn1,BRAF,IC50,122.0,476.47,3.87,0,False,False,2,BRAF;MAPK1,escape_route,0.001914,0.00287
CHEMBL1966204,CHEMBL1966204,O=C(Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12)c1ccc(F)cc1,CDK4,Ki,125.89,412.43,4.26,0,False,False,1,CDK4,sensitive,0.00475,0.000713
CHEMBL4864668,CHEMBL4864668,Cc1c(Cc2cccc(F)c2)c(-c2cc(Cl)nc(N)n2)nn1C,EZH2,IC50,126.0,331.78,3.15,0,False,False,1,EZH2,resistant,0.00095,0.004749
CHEMBL3355072,CHEMBL3355072,C[C@@H]1Cn2ncc(-c3ccc(S(C)(=O)=O)cc3)c2CN1c1ccnc2[nH]ccc12,ATM,IC50,130.0,407.5,3.24,0,False,False,1,ATM,resistant,0.000943,0.004715
CHEMBL192575,CHEMBL192575,CC(C)(C)c1ccc(C(=O)Nc2n[nH]c3c2CN(C(=O)Cc2ccccc2)C3)cc1,AURKA,IC50,130.0,402.5,4.04,0,False,False,1,AURKA,resistant,0.000943,0.004715
CHEMBL315175,CHEMBL315175,O=C(O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccccc2)nn1C1CCCCC1,CHEK2,IC50,131.0,438.91,5.73,1,False,False,1,CHEK2,resistant,0.000941,0.004707
CHEMBL4857305,CHEMBL4857305,Cn1cc(Cc2ccccc2F)c(-c2cc(Cl)nc(N)n2)n1,EZH2,IC50,132.0,317.75,2.84,0,False,False,1,EZH2,resistant,0.00094,0.004699
CHEMBL435744,CHEMBL435744,OCc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1Cl,BRAF,Kd,132.0,361.83,4.95,0,False,False,1,BRAF,escape_route,0.001879,0.002819
CHEMBL27372,CHEMBL27372,CCC1CCN(C=O)c2cc3nc(O)cc(C(F)(F)F)c3cc21,AR,EC50,137.0,324.3,3.82,0,False,False,1,AR,sensitive,0.004658,0.000699
CHEMBL435109,CHEMBL435109,COc1cccc(C(=O)C(=O)c2cccc(OC)c2)c1,FOLH1,Ki,139.0,270.28,2.77,0,False,False,1,FOLH1,other,0.002321,0.002321
CHEMBL3216649,CHEMBL3216649,Cl.Cl.Nc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,IC50,140.0,420.3,2.86,0,False,False,1,PIK3CA,escape_route,0.001854,0.002781
CHEMBL213667,CHEMBL213667,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccc(F)cc2)s1,KRAS,IC50,140.0,381.47,4.6,0,False,False,1,KRAS,escape_route,0.001854,0.002781
CHEMBL285957,CHEMBL285957,CN(C)CCN1C(=O)c2cccc3c2c(cc2occc23)C1=O,MAP2K1,IC50,140.0,308.34,2.74,0,False,False,1,MAP2K1,sensitive,0.004635,0.000695
CHEMBL190252,CHEMBL190252,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)Cc3ccccc3)C4)cc2)CC1,AURKA,IC50,140.0,444.54,2.5,0,False,False,1,AURKA,resistant,0.000927,0.004635
CHEMBL551440,CHEMBL551440,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,PIK3CB,IC50,141.0,527.63,3.31,1,False,False,2,PIK3CB;MTOR,escape_route,0.001851,0.002776
CHEMBL4849033,CHEMBL4849033,Cn1cc(Cc2cccs2)c(-c2cc(Cl)nc(N)n2)n1,EZH2,IC50,141.0,305.79,2.77,0,False,False,1,EZH2,resistant,0.000925,0.004627
CHEMBL206183,CHEMBL206183,N[C@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1csc2ccccc12,AKT1,IC50,142.0,387.51,4.81,0,False,False,1,AKT1,escape_route,0.001848,0.002772
CHEMBL395700,CHEMBL395700,O=C(Nc1ccc2c(c1)OC(F)(F)O2)c1ccccc1NCc1ccnc(NCCCO)c1,BRAF,IC50,142.0,456.45,4.06,0,False,False,1,BRAF,escape_route,0.001848,0.002772
CHEMBL381328,CHEMBL381328,N[C@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1ccc2ccccc2c1,AKT1,IC50,146.0,381.48,4.75,0,False,False,1,AKT1,escape_route,0.001836,0.002753
CHEMBL247792,CHEMBL247792,O=C(Nc1ccc2c(c1)OC(F)(F)O2)c1ccccc1NCc1ccnc(NCCc2cnc[nH]2)c1,BRAF,IC50,146.0,492.49,4.65,0,False,False,1,BRAF,escape_route,0.001836,0.002753
CHEMBL381610,CHEMBL381610,N[C@H](COc1cncc(/C=C/c2ccnc(NCc3ccccc3)c2)c1)Cc1c[nH]c2ccccc12,AKT1,IC50,147.0,475.6,5.69,1,False,False,1,AKT1,escape_route,0.001833,0.002749
CHEMBL432406,CHEMBL432406,O=C(Cn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ncccn2)CC1,PARP1,IC50,150.0,445.51,-1.42,0,False,False,1,PARP1,resistant,0.000912,0.00456
CHEMBL384399,CHEMBL384399,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccccn2)s1,KRAS,IC50,150.0,364.47,3.86,0,False,False,1,KRAS,escape_route,0.001824,0.002736
CHEMBL215525,CHEMBL215525,CN(C)c1cccc(-c2ccc([C@@H](O)[C@H]3[C@@H](c4ccccc4)CC(=O)N3C)s2)c1,KRAS,IC50,150.0,406.55,4.53,0,False,False,1,KRAS,escape_route,0.001824,0.002736
CHEMBL538554,CHEMBL538554,COC(=O)c1c(C)[nH]c2c(OC(=O)N3CCN(C)CC3)cc3c(c12)[C@H](CBr)CN3C(=O)/C=C/c1ccc(OC)cn1.Cl,MAP2K1,IC50,150.0,662.97,3.95,1,False,False,1,MAP2K1,sensitive,0.00456,0.000684
CHEMBL220574,CHEMBL220574,O=C(N[C@@H](CO)c1ccc(F)c(Cl)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,Ki,150.0,459.31,4.98,0,False,False,1,MAPK1,sensitive,0.00456,0.000684
CHEMBL376055,CHEMBL376055,CN(CCCc1ccccc1)S(=O)(=O)c1cc(C(=O)N2CCc3ccc(S(=O)(=O)NCCc4ccccc4)cc3C2)c(O)c(O)c1O,MCL1,Ki,150.0,679.82,3.78,1,False,False,1,MCL1,apoptosis,0.001368,0.003192
CHEMBL259034,CHEMBL259034,O=C(c1ccc(Oc2ccccc2)cc1)c1cc(C(=O)c2cccc3ccccc23)c(O)c(O)c1O,MCL1,Ki,150.0,476.48,6.21,1,False,False,1,MCL1,apoptosis,0.001368,0.003192
CHEMBL397739,CHEMBL397739,O=C(C(=O)c1ccc(F)c(F)c1)c1ccc(F)c(F)c1,FOLH1,Ki,150.0,282.19,3.31,0,False,False,1,FOLH1,other,0.00228,0.00228
CHEMBL4240977,CHEMBL4240977,CC(C)(C)c1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,EC50,152.0,412.56,4.25,0,False,False,1,MDM2,sensitive,0.004545,0.000682
CHEMBL373345,CHEMBL373345,O=C(C(=O)c1ccccn1)c1ccccn1,FOLH1,Ki,152.0,212.21,1.54,0,False,False,1,FOLH1,other,0.002273,0.002273
CHEMBL806,CHEMBL806,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,AR,IC50,154.0,0.0,0.0,0,False,False,1,AR,sensitive,0.004531,0.00068
CHEMBL247797,CHEMBL247797,CNC(=O)Nc1ccc(CNc2c(C(=O)Nc3ccc(SC(F)(F)F)cc3)cnn2C)cn1,BRAF,IC50,154.0,479.49,4.04,0,False,False,2,BRAF;MAPK1,escape_route,0.001812,0.002719
CHEMBL512092,CHEMBL512092,CC1(C)Cc2nc(N3CCOc4ccc(-c5cn[nH]c5)cc43)sc2C(=O)N1,PIK3CB,IC50,156.0,381.46,3.13,0,False,False,1,PIK3CB,escape_route,0.001807,0.00271
CHEMBL247591,CHEMBL247591,COCCCNc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,BRAF,IC50,156.0,470.48,4.72,0,False,False,1,BRAF,escape_route,0.001807,0.00271
CHEMBL27945,CHEMBL27945,CCC1CCN(C)c2cc3nc(O)cc(C(F)(F)F)c3cc21,AR,EC50,158.0,310.32,4.29,0,False,False,1,AR,sensitive,0.004503,0.000676
CHEMBL4243377,CHEMBL4243377,CCCN(c1ccccc1)S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,EC50,158.0,358.46,3.42,0,False,False,1,MDM2,sensitive,0.004503,0.000676
CHEMBL424850,CHEMBL424850,COc1cc2c(Nc3ncc(CC(=O)NCCC(C)C)s3)ncnc2cc1OCCCN1CCOCC1,AURKA,IC50,158.0,528.68,3.64,1,False,False,1,AURKA,resistant,0.000901,0.004503
CHEMBL1980407,CHEMBL1980407,NC(COc1cncc(-c2ccc3c(c2)C(=Cc2ccc[nH]2)C(=O)N3)c1)Cc1ccccc1,CDK4,Ki,158.49,436.52,4.52,0,False,False,1,CDK4,sensitive,0.0045,0.000675
CHEMBL388480,CHEMBL388480,c1ccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)cc1,PIK3CA,IC50,160.0,332.36,3.27,0,False,False,1,PIK3CA,escape_route,0.001796,0.002694
CHEMBL1204095,CHEMBL1204095,COc1ccc(O)c(C(=O)c2ccc(/C=C/[C@@H]3CCCNC[C@H]3NC(=O)c3ccncc3)cc2)c1F.Cl,AKT1,IC50,160.0,526.01,3.98,1,False,False,1,AKT1,escape_route,0.001796,0.002694
CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ATR,Kd,160.0,466.54,4.35,0,False,False,1,ATR,resistant,0.000898,0.00449
CHEMBL384404,CHEMBL384404,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(S(=O)(=O)c2ccccc2)s1,KRAS,IC50,160.0,427.55,3.63,0,False,False,1,KRAS,escape_route,0.001796,0.002694
CHEMBL221109,CHEMBL221109,O=C(NCc1ccncc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,Ki,160.0,377.84,4.05,0,False,False,1,MAPK1,sensitive,0.00449,0.000673
CHEMBL427170,CHEMBL427170,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)c3ccco3)C4)cc2)CC1,AURKA,IC50,160.0,420.47,2.16,0,False,False,1,AURKA,resistant,0.000898,0.00449
CHEMBL204087,CHEMBL204087,CC(C)C(=O)N1Cc2n[nH]c(NC(=O)c3ccc4c(c3)OCO4)c2C1,AURKA,IC50,160.0,342.36,1.89,0,False,False,1,AURKA,resistant,0.000898,0.00449
CHEMBL112370,CHEMBL112370,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)c1ncc(-c2c(Cl)cccc2Cl)o1,CD274,Ki,160.0,633.49,4.25,1,False,False,1,CD274,immune,0.002245,0.002245
CHEMBL422198,CHEMBL422198,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1CCc2ccc(NC(=O)c3cc(C)on3)c(=O)n21,MAP2K1,EC50,162.0,511.54,1.01,1,False,False,1,MAP2K1,sensitive,0.004476,0.000671
CHEMBL382914,CHEMBL382914,CCNc1cc(/C=C/c2cncc(OC[C@@H](N)Cc3c[nH]c4ccccc34)c2)ccn1,AKT1,IC50,163.0,413.53,4.51,0,False,False,1,AKT1,escape_route,0.001788,0.002682
CHEMBL247423,CHEMBL247423,O=C(Nc1ccc2c(c1)OC(F)(F)O2)c1ccccc1NCc1ccnc(NCCOCCO)c1,BRAF,IC50,165.0,486.48,3.69,0,False,False,1,BRAF,escape_route,0.001783,0.002674
CHEMBL192410,CHEMBL192410,O=C(C(=O)c1ccc(F)cc1)c1ccc(F)cc1,FOLH1,Ki,167.0,246.21,3.03,0,False,False,1,FOLH1,other,0.002222,0.002222
CHEMBL3216005,CHEMBL3216005,Cl.Cl.c1cc(OCCN2CCCCC2)cc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,IC50,170.0,532.47,4.14,1,False,False,1,PIK3CA,escape_route,0.00177,0.002654
CHEMBL541133,CHEMBL541133,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)c1nc(-c2cnc3ccc(Cl)cn23)cs1.Cl,PIK3CB,IC50,170.0,471.35,4.16,0,False,False,1,PIK3CB,escape_route,0.00177,0.002654
CHEMBL539574,CHEMBL539574,COC(=O)c1c(C)[nH]c2c(OC(=O)N3CCN(C)CC3)cc3c(c12)[C@H](CBr)CN3C(=O)/C=C/c1cnc(OC)nc1.Cl,MAP2K1,IC50,170.0,663.96,3.35,1,False,False,1,MAP2K1,sensitive,0.004424,0.000664
CHEMBL220272,CHEMBL220272,O=C(NOCc1ccccc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,Ki,170.0,392.85,4.59,0,False,False,1,MAPK1,sensitive,0.004424,0.000664
CHEMBL270553,CHEMBL270553,COC[C@H]1OC(=O)/C(=C/N2CCC(c3ccccc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,IC50,172.0,591.7,4.13,1,False,False,1,PIK3CA,escape_route,0.001764,0.002647
CHEMBL202787,CHEMBL202787,CNc1cc(/C=C/c2cncc(OC[C@@H](N)Cc3c[nH]c4ccccc34)c2)ccn1,AKT1,IC50,176.0,399.5,4.12,0,False,False,1,AKT1,escape_route,0.001754,0.002632
CHEMBL315788,CHEMBL315788,COc1ccc(-c2nn(CC3CCCCC3)c(C(=O)O)c2Cc2cc3c(cc2Cl)OCO3)cc1,CHEK2,IC50,178.0,482.96,5.81,1,False,False,1,CHEK2,resistant,0.000875,0.004374
CHEMBL379218,CHEMBL379218,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,CDK4,Kd,180.0,358.45,3.88,0,False,False,3,CDK4;ATR;MAPK1,sensitive,0.004362,0.000654
CHEMBL51483,CHEMBL51483,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,MCL1,Ki,180.0,0.0,0.0,0,False,False,1,MCL1,apoptosis,0.001309,0.003053
CHEMBL242932,CHEMBL242932,O=C(C(=O)c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,FOLH1,Ki,180.0,346.23,4.79,0,False,False,1,FOLH1,other,0.002181,0.002181
CHEMBL378528,CHEMBL378528,O=C1NC(=O)/C(=C/c2ccc(-c3ccccn3)o2)S1,PIK3CA,IC50,185.0,272.29,2.67,0,False,False,1,PIK3CA,escape_route,0.001733,0.002599
CHEMBL574738,CHEMBL574738,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,CDK4,Kd,190.0,0.0,0.0,0,False,False,2,CDK4;ATR,sensitive,0.004303,0.000645
CHEMBL211173,CHEMBL211173,O=C1NC(=O)/C(=C/c2ccc(-c3ccc(O)cc3O)o2)S1,PIK3CA,IC50,190.0,303.3,2.68,0,False,False,1,PIK3CA,escape_route,0.001721,0.002582
CHEMBL207496,CHEMBL207496,N[C@H](COc1cncc2nc(-c3ccncc3)ccc12)Cc1c[nH]c2ccccc12,AKT1,IC50,190.0,395.47,4.12,0,False,False,1,AKT1,escape_route,0.001721,0.002582
CHEMBL334603,CHEMBL334603,NC(=O)c1cccc2[nH]c(-c3ccccc3C(F)(F)F)nc12,PARP1,Ki,190.0,305.26,3.35,0,False,False,1,PARP1,resistant,0.000861,0.004303
CHEMBL190983,CHEMBL190983,CN1C(=O)C[C@H](c2ccc(N)cc2)[C@@H]1[C@@H](O)c1ccc(-c2ccccc2)s1,KRAS,IC50,190.0,378.5,4.05,0,False,False,1,KRAS,escape_route,0.001721,0.002582
CHEMBL385543,CHEMBL385543,COc1ccccc1[C@H]1CC(=O)N(C)[C@H]1[C@H](O)c1ccc(S(=O)(=O)c2ccc(Cl)cc2)s1,KRAS,IC50,190.0,492.02,4.29,0,False,False,1,KRAS,escape_route,0.001721,0.002582
CHEMBL247619,CHEMBL247619,CNC(=O)Nc1ccc(CNc2c(C(=O)Nc3ccc4c(c3)OC(F)(F)C(F)(F)O4)cnn2C)cn1,BRAF,IC50,191.0,509.42,3.39,1,False,False,2,BRAF;MAPK1,escape_route,0.001719,0.002578
CHEMBL247434,CHEMBL247434,CNC(=O)c1cc(CNc2ncsc2C(=O)Nc2ccc3c(c2)OC(F)(F)C(F)(F)O3)ccn1,BRAF,IC50,192.0,497.43,3.72,0,False,False,1,BRAF,escape_route,0.001717,0.002575
CHEMBL273832,CHEMBL273832,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CC[C@H](O)[C@@]2(C)C[C@H]1OC(C)=O,MTOR,IC50,193.0,430.45,2.33,0,False,False,1,MTOR,escape_route,0.001714,0.002572
CHEMBL4854762,CHEMBL4854762,Cc1c(Cc2ccccc2)c(-c2cc(Cl)nc(N)n2)nn1C,EZH2,IC50,195.0,313.79,3.01,0,False,False,1,EZH2,resistant,0.000855,0.004275
CHEMBL203329,CHEMBL203329,N[C@H](CCc1cnc(Cl)c(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,AKT1,IC50,198.0,402.93,5.28,1,False,False,1,AKT1,escape_route,0.001703,0.002555
CHEMBL247435,CHEMBL247435,CNC(=O)c1cc(CNc2c(C(=O)Nc3ccc4c(c3)OC(F)(F)O4)cnn2C)ccn1,BRAF,IC50,199.0,444.4,2.36,0,False,False,1,BRAF,escape_route,0.001701,0.002552
CHEMBL260876,THIOUREA,NC(N)=S,ATM,IC50,200.0,76.12,-0.81,0,False,False,1,ATM,resistant,0.000849,0.004247
CHEMBL322268,CHEMBL322268,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)N1CCN(c2ccccc2)CC1,PARP1,IC50,200.0,439.52,0.27,0,False,False,1,PARP1,resistant,0.000849,0.004247
CHEMBL220110,CHEMBL220110,O=C(c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1)N1CCCC1,MAPK1,Ki,200.0,340.81,3.96,0,False,False,1,MAPK1,sensitive,0.004247,0.000637
CHEMBL132363,CHEMBL132363,CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ncccc1C)Oc1ccc(F)cc1-3,AR,IC50,203.0,398.48,6.69,1,False,False,1,AR,sensitive,0.004231,0.000635
CHEMBL365517,CHEMBL365517,O=C(C(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccccc1,FOLH1,Ki,209.0,300.23,2.57,0,False,False,1,FOLH1,other,0.0021,0.0021
CHEMBL377152,CHEMBL377152,COC(=O)c1ccc(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c(O)c1,PIK3CA,IC50,210.0,345.33,2.76,0,False,False,1,PIK3CA,escape_route,0.001678,0.002517
CHEMBL206732,CHEMBL206732,N[C@H](CNc1cncc(Oc2cccc3cnccc23)c1)Cc1c[nH]c2ccccc12,AKT1,IC50,210.0,409.49,4.89,0,False,False,1,AKT1,escape_route,0.001678,0.002517
CHEMBL437943,CHEMBL437943,CC1CNC(=O)c2[nH]c3ccc(C(=O)Nc4cccnc4)cc3c21,MAPK1,IC50,210.0,320.35,2.66,0,False,False,1,MAPK1,sensitive,0.004194,0.000629
CHEMBL27413,CHEMBL27413,CCC1CCN(C)c2cc3c(cc21)c(C(F)(F)F)cc(=O)n3C,AR,IC50,216.0,324.35,3.89,0,False,False,1,AR,sensitive,0.004164,0.000625
CHEMBL378999,CHEMBL378999,N#Cc1ccc(O)c(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c1,PIK3CA,IC50,220.0,312.31,2.85,0,False,False,1,PIK3CA,escape_route,0.001658,0.002486
CHEMBL1213084,CHEMBL1213084,Cc1ccccc1-n1c(Cn2nc(-c3cc(O)cc(F)c3)c3c(N)ncnc32)nc2cccc(C)c2c1=O,PIK3CB,IC50,220.0,507.53,4.28,1,False,False,1,PIK3CB,escape_route,0.001658,0.002486
CHEMBL11115,CHEMBL11115,COc1ccc(CC2=C(c3ccc4c(c3)OCO4)C(=O)OC2(O)c2ccc(OC)cc2)cc1,CHEK2,IC50,220.0,446.46,3.83,0,False,False,1,CHEK2,resistant,0.000829,0.004144
CHEMBL360217,CHEMBL360217,CN1C(=O)C[C@H](c2ccc(O)cc2)[C@@H]1[C@@H](O)c1ccc(-c2ccccc2)s1,KRAS,IC50,220.0,379.48,4.17,0,False,False,1,KRAS,escape_route,0.001658,0.002486
CHEMBL235345,CHEMBL235345,O=C1N=C(N[C@@H]2C[C@H]2c2ccccc2)S/C1=C\c1ccc2ncccc2c1,MAPK1,Ki,220.0,371.47,4.35,0,False,False,1,MAPK1,sensitive,0.004144,0.000622
CHEMBL496332,CHEMBL496332,COCC(O)Cn1cc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)cn1,PIK3CB,IC50,222.0,469.57,2.61,0,False,False,1,PIK3CB,escape_route,0.001654,0.00248
CHEMBL205088,CHEMBL205088,COc1cc(NC(=O)CCCOc2ccccc2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,IC50,228.0,480.91,4.45,0,False,False,1,CHEK1,resistant,0.000821,0.004105
CHEMBL220343,CHEMBL220343,O=C(NCc1cccnc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,Ki,230.0,377.84,4.05,0,False,False,1,MAPK1,sensitive,0.004096,0.000614
CHEMBL332551,CHEMBL332551,Nc1nc(C2=C3C(=Nc4ccccc43)C(=O)NCC2)c(O)[nH]1,CHEK1,IC50,237.0,295.3,1.21,0,False,False,2,CHEK1;MAPK1,resistant,0.000813,0.004063
CHEMBL192592,CHEMBL192592,O=C(C(=O)c1ccc(Br)s1)c1ccc(Br)s1,FOLH1,Ki,237.0,380.08,4.4,0,False,False,1,FOLH1,other,0.002032,0.002032
CHEMBL267940,CHEMBL267940,C=CCC1Oc2cccc(C=C)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,AR,Ki,239.0,343.47,6.61,1,False,False,1,AR,sensitive,0.004054,0.000608
CHEMBL438380,CHEMBL438380,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H]1CSSC[C@H](N)C(=O)N[C@@H](CO)C(=O)NCCCCCCCC(=O)N[C@H](C(C)C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,CHEK2,IC50,240.0,1637.99,0.0,1,False,False,1,CHEK2,resistant,0.00081,0.004049
CHEMBL219988,CHEMBL219988,O=C(NC(CO)c1ccccc1F)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,Ki,240.0,424.86,4.33,0,False,False,1,MAPK1,sensitive,0.004049,0.000607
CHEMBL115620,CHEMBL115620,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)c1ncc(-c2ccccc2)o1,CD274,Ki,240.0,564.6,2.94,1,False,False,1,CD274,immune,0.002025,0.002025
CHEMBL207582,CHEMBL207582,COc1cc(NC(=O)CCCc2ccccc2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,IC50,243.0,464.91,4.62,0,False,False,1,CHEK1,resistant,0.000807,0.004036
